entity_name,canonical_name,entity_id,Contributor.ID,original_group_id,to_add_status,confirmed_link,flag,review_group_id,entity_status,city,n_contributions,conflicting_contributor_ids,confirmed,is_conflict,link_methods,total_amount,max_single_recipient,same_recipient_variant,state,zip,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA IEC,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,1266887,org_rg_31,in existing map,yes,,org_rg_31,adding_to_existing,Sacramento | Washington,5,FALSE,TRUE,FALSE,same_contributor_id,625000,215000,TRUE,CA | DC,20024 | 95814 | 95814-3946,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA IND. EXP. PAC,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,1266887,org_rg_31,add to map,yes,,org_rg_31,adding_to_existing,Sacramento,3,FALSE,FALSE,FALSE,same_contributor_id,125000,215000,FALSE,CA,95814-3946,
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA INDEPENDENT EXPENDITURE COMMITTEE,PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA,bea4ff99-a150-4ff3-99b8-7c2ddb23cb90,1266887,org_rg_31,in existing map,yes,,org_rg_31,adding_to_existing,Sacramento,2,FALSE,TRUE,FALSE,same_contributor_id,30000,215000,FALSE,CA,95814,
EARLY CHILDHOOD FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS),EARLY CHILDHOOD FEDERATION OF TEACHERS,a0e10fc6-ead3-467a-acb5-232f4847c17e,NA,org_rg_3232,add to map,yes,,org_rg_3232,new_entity,Burbank,10,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,10569.69,11351.79,TRUE,CA,91505,
EARLY CHILDHOOD FEDERATION OF TEACHERS (UNITEMIZED MEMBER DUES),EARLY CHILDHOOD FEDERATION OF TEACHERS,a0e10fc6-ead3-467a-acb5-232f4847c17e,NA,org_rg_3232,add to map,yes,,org_rg_3232,new_entity,Burbank,4,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,6790.63,11351.79,TRUE,CA,91505,
EAST WEST BANK,E-W SERVICES,f18ac831-d6e8-4b20-b349-19ce52034848,1220069,org_rg_3242,in existing map,yes,,org_rg_3242,adding_to_existing,Pasadena,1,FALSE,TRUE,FALSE,exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,16192,25000,TRUE,CA,91101-1758,
EAST WEST BANK,E-W SERVICES,f18ac831-d6e8-4b20-b349-19ce52034848,NA,org_rg_3242,in existing map,yes,,org_rg_3242,adding_to_existing,Pasadena | PASADENA,7,FALSE,TRUE,FALSE,exact_name_v1,84561.4,25000,TRUE,CA,91101 | 91101-1758,
"EAST WEST BANK (E-W SERVICES, INC.)",E-W SERVICES,f18ac831-d6e8-4b20-b349-19ce52034848,NA,org_rg_3242,add to map,yes,,org_rg_3242,adding_to_existing,Pasadena,1,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,25000,25000,FALSE,CA,91101,
"EAST WEST BANK AND E-W SERVICES, INC.",E-W SERVICES,f18ac831-d6e8-4b20-b349-19ce52034848,NA,org_rg_3242,in existing map,yes,,org_rg_3242,adding_to_existing,PASADENA,1,FALSE,TRUE,FALSE,map1_bridge,10000,25000,TRUE,CA,91101,
CA ASSN OF PSYCHIATRIC TECHNICIANS,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS,7d2a8198-4ff6-4652-b78a-d8f2f935af73,NA,org_rg_330,add to map,yes,,org_rg_330,adding_to_existing,Sacramento | SACRAMENTO,17,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,374122,392142,TRUE,CA,95811,
CA ASSOC OF PSYCHIATRIC TECHNICIANS,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS,7d2a8198-4ff6-4652-b78a-d8f2f935af73,NA,org_rg_330,add to map,yes,,org_rg_330,adding_to_existing,Sacramento,1,FALSE,FALSE,FALSE,map1_bridge,18020,392142,TRUE,CA,95811,
CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS,7d2a8198-4ff6-4652-b78a-d8f2f935af73,882070,org_rg_330,add to map,yes,,org_rg_330,adding_to_existing,Sacramento,1,FALSE,FALSE,FALSE,same_contributor_id,3000,392142,FALSE,CA,95811-7138,
CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS PAC SMALL CONTRIBUTOR COMMITTEE,CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS,7d2a8198-4ff6-4652-b78a-d8f2f935af73,882070,org_rg_330,add to map,yes,,org_rg_330,adding_to_existing,Sacramento,1,FALSE,FALSE,FALSE,map1_bridge | same_contributor_id,3000,392142,FALSE,CA,95811,
"CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS, INC. POLITICAL ACTION FUND",CALIFORNIA ASSOCIATION OF PSYCHIATRIC TECHNICIANS,7d2a8198-4ff6-4652-b78a-d8f2f935af73,882070,org_rg_330,in existing map,yes,,org_rg_330,adding_to_existing,Sacramento,3,FALSE,TRUE,FALSE,same_contributor_id,32500,392142,FALSE,CA,95811-7138,
EL RANCHO FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS),NA,a5679cff-36e8-4ba8-a6f9-a390bc905310,NA,org_rg_3314,uncertain,yes,,org_rg_3314,new_entity,Pico Rivera,28,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,34520.03,34377.65,TRUE,CA,90660,federation of teachers local 3467 seemingly? need to double check
EL RANCHO FEDERATION OF TEACHERS (UNITEMIZED MEMBER DUES),NA,a5679cff-36e8-4ba8-a6f9-a390bc905310,NA,org_rg_3314,uncertain,yes,,org_rg_3314,new_entity,Pico Rivera,11,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,17171.28,34377.65,TRUE,CA,90660,
ANTHEM BLUE CROSS,NA,1981f19e-dd63-4155-a859-9b9067aa7617,NA,org_rg_3353,,,more than one canonical name,org_rg_3353,new_entity,Glendale,1,FALSE,FALSE,FALSE,map1_bridge,200,23400,FALSE,CA,91205,
ELEVANCE HEALTH INC.,NA,07f8c51e-5613-4287-9f1f-06174d370938,NA,org_rg_3353,,,more than one canonical name,org_rg_3353,new_entity,Cincinnati | Thousand Oaks,5,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,99900,23400,TRUE,CA | OH,45209-7542 | 91362,
ELEVANCE HEALTH INC. (RESTRICTED USE ACCOUNT),NA,07f8c51e-5613-4287-9f1f-06174d370938,NA,org_rg_3353,,,more than one canonical name,org_rg_3353,new_entity,Thousand Oaks,1,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1900,23400,TRUE,CA,91362,
"ELEVANCE HEALTH, INC AND ITS AFFILIATE ANTHEM BLUE CROSS",NA,f884ee41-21e4-45c0-b7ed-25637a036219,NA,org_rg_3353,,,more than one canonical name,org_rg_3353,new_entity,Cincinnati,2,FALSE,FALSE,FALSE,exact_name_v1,2000,23400,FALSE,OH,45209,
"ELEVANCE HEALTH, INC. AND ITS AFFILIATE ANTHEM BLUE CROSS",NA,f884ee41-21e4-45c0-b7ed-25637a036219,NA,org_rg_3353,,,more than one canonical name,org_rg_3353,new_entity,Cincinnati,1,FALSE,FALSE,FALSE,exact_name_v1 | map1_bridge,9800,23400,FALSE,OH,45209,
AMALGAMATED TRANSIT UNION 1277,AMALGAMATED TRANSIT UNION LOCAL 1277,9f828fd9-3e94-4ca7-920f-12079a8ddf4c,970941,org_rg_365,in existing map,yes,,org_rg_365_a,adding_to_existing,Los Angeles,6,FALSE,TRUE,FALSE,same_contributor_id,4953.1,110805,FALSE,CA,90031-2517,
AMALGAMATED TRANSIT UNION 1277 PAC SMALL CONTRIBUTOR COMMITTEE,AMALGAMATED TRANSIT UNION LOCAL 1277,9f828fd9-3e94-4ca7-920f-12079a8ddf4c,970941,org_rg_365,in existing map,yes,,org_rg_365_a,adding_to_existing,Los Angeles,2,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,2500,110805,FALSE,CA,90031,
AMALGAMATED TRANSIT UNION LOCAL 1277,AMALGAMATED TRANSIT UNION LOCAL 1277,9f828fd9-3e94-4ca7-920f-12079a8ddf4c,NA,org_rg_365,in existing map,yes,,org_rg_365_a,adding_to_existing,Los Angeles,10,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,1954.16,110805,FALSE,CA,90031-2517,
AMALGAMATED TRANSIT UNION LOCAL 1277 PAC SMALL CONTRIBUTOR COMMITTEE,AMALGAMATED TRANSIT UNION LOCAL 1277,9f828fd9-3e94-4ca7-920f-12079a8ddf4c,970941,org_rg_365,in existing map,yes,,org_rg_365_a,adding_to_existing,Los Angeles,1,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id,5000,110805,FALSE,CA,90031,
AMALGAMATED TRANSIT UNION (ATU) LOCAL 1555 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS),AMALGAMATED TRANSIT UNION LOCAL 1555,2eed709d-a0e0-4400-b85a-9138f8e90c0a,NA,org_rg_365,add to map,yes,,org_rg_365_b,new_entity,Oakland,6,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,132.3,110805,FALSE,CA,94607,
AMALGAMATED TRANSIT UNION LOCAL 1555,AMALGAMATED TRANSIT UNION LOCAL 1555,2eed709d-a0e0-4400-b85a-9138f8e90c0a,NA,org_rg_365,add to map,yes,,org_rg_365_b,new_entity,Oakland,17,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,10805,110805,TRUE,CA,94607,
AMALGAMATED TRANSIT UNION LOCAL 1555 - GENERAL FUND,AMALGAMATED TRANSIT UNION LOCAL 1555,2eed709d-a0e0-4400-b85a-9138f8e90c0a,NA,org_rg_365,add to map,yes,,org_rg_365_b,new_entity,Oakland,1,FALSE,FALSE,FALSE,map1_bridge,1.00E+05,110805,TRUE,CA,94607,
FLAGSTONE HEALTHCARE CENTRAL LLC AND AFFILIATED ENTITIES,ENSIGN FACILITY SERVICES,de06857a-2738-46ab-a5bf-4af4a802ee51,NA,org_rg_3684,add to map,yes,,org_rg_3684,adding_to_existing,San Juan Capistrano,2,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,40000,25000,FALSE,CA,92675-1049,DD confirms these orgs are related
FLAGSTONE HEALTHCARE CENTRAL LLC(ADAM WILLITS),ENSIGN FACILITY SERVICES,de06857a-2738-46ab-a5bf-4af4a802ee51,NA,org_rg_3684,add to map,yes,,org_rg_3684,adding_to_existing,San Juan Capistrano,2,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,15000,25000,TRUE,CA,92675,
FLAGSTONE HEALTHCARE CENTRAL(ADAM WILLITS),ENSIGN FACILITY SERVICES,de06857a-2738-46ab-a5bf-4af4a802ee51,NA,org_rg_3684,add to map,yes,,org_rg_3684,adding_to_existing,San Juan Capistrano,1,FALSE,FALSE,FALSE,exact_name_v5 | name_v5_cross,10000,25000,TRUE,CA,92675,
"FLAGSTONE HEALTHCARE CENTRAL, LLC AND AFFILIATED ENTITIES",ENSIGN FACILITY SERVICES,de06857a-2738-46ab-a5bf-4af4a802ee51,NA,org_rg_3684,add to map,yes,,org_rg_3684,adding_to_existing,San Juan Capistrano,1,FALSE,FALSE,FALSE,exact_name_v5 | name_v5_cross,1500,25000,FALSE,CA,92675,
CALIFORNIA ACADEMY OF PHYSICIAN ASSOCIATES PAC,CALIFORNIA ACADEMY OF PHYSICIAN ASSOCIATES,f9f68c32-727d-4ec5-9e8e-bccef1b9c2c0,981553,org_rg_371,add to map,yes,,org_rg_371,new_entity,Santa Ana,1,FALSE,FALSE,FALSE,same_contributor_id,4050,14700,TRUE,CA,92704,
CAPA POLITICAL ACTION COMMITTEE,CALIFORNIA ACADEMY OF PHYSICIAN ASSOCIATES,f9f68c32-727d-4ec5-9e8e-bccef1b9c2c0,981553,org_rg_371,add to map,yes,,org_rg_371,new_entity,Santa Ana,2,FALSE,FALSE,FALSE,same_contributor_id,10650,14700,TRUE,CA,92704,
GOOGLE,GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,in existing map,yes,,org_rg_4100,adding_to_existing,Mountain View,1,FALSE,TRUE,FALSE,exact_name_v5 | name_v5_cross,3000,785000,FALSE,CA,94043,
GOOGLE CLIENT SERVICES LLC(MARK ISAKOWITZ),GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,in existing map,yes,,org_rg_4100,adding_to_existing,Mountain View,3,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,5500,785000,FALSE,CA,94043,
GOOGLE LLC AND AFFILIATED ENTITIES (ROBERT BIEDERMAN),GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,in existing map,yes,,org_rg_4100,adding_to_existing,Sausalito,1,FALSE,TRUE,FALSE,exact_name_v5 | name_v4_cross | name_v5_cross,15000,785000,FALSE,CA,94965-3321,
GOOGLE LLC AND AFFILIATED ENTITIES(ERIN LAMA),GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,add to map,yes,,org_rg_4100,adding_to_existing,Mountain View,4,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,50000,785000,TRUE,CA,94043,
GOOGLE LLC AND AFFILIATED ENTITIES(ROB BIEDERMAN),GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,in existing map,yes,,org_rg_4100,adding_to_existing,Mountain View | MOUNTAIN VIEW,11,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,230000,785000,TRUE,CA,94043,
GOOGLE LLC AND AFFILIATED ENTITIES(ROBERT BIEDERMAN),GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,add to map,yes,,org_rg_4100,adding_to_existing,Mountain View,6,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,735000,785000,TRUE,CA,94043,
GOOGLE LLC AND AFFILIATED ENTITIES(WILLIAM FLOYD),GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,in existing map,yes,,org_rg_4100,adding_to_existing,Mountain View,4,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,55000,785000,TRUE,CA,94043,
"GOOGLE LLC, AND AFFILIATED ENTITIES",GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,add to map,yes,,org_rg_4100,adding_to_existing,Mountain View,1,FALSE,FALSE,FALSE,map1_bridge,5000,785000,FALSE,CA,94043,
"GOOGLE, LLC AND AFFILIATED ENTITIES",GOOGLE,935b461b-d567-41e7-a9e5-d8c32f30d592,NA,org_rg_4100,in existing map,yes,,org_rg_4100,adding_to_existing,Mountain View,14,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,55850,785000,FALSE,CA,94043 | 94043-1351,
HARBOR DISTRIBUTING LLC,HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,1,FALSE,TRUE,FALSE,exact_name_v2 | name_v2_cross | name_v4_cross | name_v5_cross,1000,45000,FALSE,CA,92647,
HARBOR DISTRIBUTING LLC(DAVID K. REYES),HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,1,FALSE,TRUE,FALSE,exact_name_v2 | name_v2_cross | name_v4_cross | name_v5_cross,9800,45000,FALSE,CA,92647,
"HARBOR DISTRIBUTING, LLC",HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,4,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross,21600,45000,FALSE,CA,92647,
"HARBOR DISTRIBUTING, LLC (LARA DUNBAR)",HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,1,FALSE,TRUE,FALSE,name_v4_cross | name_v5_cross,20000,45000,TRUE,CA,92647,
"HARBOR DISTRIBUTING, LLC(DAVID K. REYES)",HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,3,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross,30000,45000,FALSE,CA,92647,
"HARBOR DISTRIBUTING, LLC(DAVID REYES)",HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,add to map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,3,FALSE,FALSE,FALSE,exact_name_v1,6000,45000,FALSE,CA,92647,
"HARBOR DISTRIBUTING, LLC(LARA DUNBAR)",HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,2,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,25000,45000,TRUE,CA,92647,
"HARBOR DISTRIBUTING, LLC.(DAVID REYES)",HARBOR DISTRIBUTING,f97fecf7-865e-4caf-b345-bc06731f39c1,NA,org_rg_4302,in existing map,yes,,org_rg_4302,adding_to_existing,Huntington Beach,2,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross,15000,45000,FALSE,CA,92647,
HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER CONTRIBUTIONS),HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES,7ce27c35-1d06-4b98-a202-5b8ee0b82493,NA,org_rg_4337,add to map,yes,,org_rg_4337,new_entity,Anaheim | Burbank | Hawthorne,21,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,16326.28,15918.48,TRUE,CA,90250 | 91505,
HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER DUES),HAWTHORNE FEDERATION OF CLASSIFIED EMPLOYEES,7ce27c35-1d06-4b98-a202-5b8ee0b82493,NA,org_rg_4337,add to map,yes,,org_rg_4337,new_entity,Burbank,7,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,8409.1,15918.48,TRUE,CA,91505,
HOMEFED CORPORATION,HOMEFED CORPORATION,48ad2078-477c-49d7-9c09-f6e78cb844d7,NA,org_rg_4498,add to map,yes,,org_rg_4498,new_entity,Carlsbad | CARLSBAD,4,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,14350,55000,TRUE,CA,92008,linked in DD
HOMEFED FANITA RANCHO LLC,HOMEFED CORPORATION,48ad2078-477c-49d7-9c09-f6e78cb844d7,NA,org_rg_4498,add to map,yes,,org_rg_4498,new_entity,CARLSBAD,2,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,50000,55000,TRUE,CA,92008,linked in DD
UNITED NURSES ASSOCIATION OF CA/UNION OF HEALTH CARE PROFESSIONALS (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,NA,org_rg_45,in existing map,,,org_rg_45,adding_to_existing,San Dimas,6,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,54990,109980,TRUE,CA,91773,
UNITED NURSES ASSOCIATION OF CALIFORNIA (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,NA,org_rg_45,in existing map,,,org_rg_45,adding_to_existing,San Dimas,4,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,54990,109980,TRUE,CA,91773,
UNITED NURSES ASSOCIATIONS OF CALIFORNIA/ UNION OF HEALTH CARE PROFESSIONALS,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,NA,org_rg_45,in existing map,,,org_rg_45,adding_to_existing,San Dimas,19,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,34626.87,109980,FALSE,CA,91733,
UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC),UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,add to map,yes,,org_rg_45,adding_to_existing,Long Beach,2,FALSE,FALSE,FALSE,name_v5_cross | same_contributor_id | same_contributor_id,99000,109980,FALSE,CA,90802-5054,
UNITED NURSES ASSOCIATION OF CALIFORNIA/UNION OF HEALTH CARE PROFESSIONALS (UNAC PAC),UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,in existing map,yes,,org_rg_45,adding_to_existing,Long Beach,1,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id,500,109980,FALSE,CA,90802,
UNITED NURSES ASSOCIATION OF CALIFORNIA/UNION OF HEALTH CARE PROFESSIONALS PAC,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,in existing map,yes,,org_rg_45,adding_to_existing,Long Beach | Sacramento,9,FALSE,TRUE,FALSE,name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,365000,109980,FALSE,CA,90802 | 95814-4602,
UNITED NURSES ASSOCIATION OF CALIFORNIA/UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC),UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,in existing map,yes,,org_rg_45,adding_to_existing,Long Beach | Sacramento,5,FALSE,TRUE,FALSE,map1_bridge | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id,103400,109980,FALSE,CA,90802 | 95814-4602,
UNITED NURSES ASSOCIATION OF CALIFORNIA/UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC) SMALL CONTRIBUTOR COMMITTEE,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,in existing map,yes,,org_rg_45,adding_to_existing,Long Beach,6,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,235500,109980,FALSE,CA,90802 | 90802-5054,
UNITED NURSES ASSOCIATION OF CALIFORNIA/UNION OF HEALTH CARE PROFESSIONALS PAC SCC,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,add to map,yes,,org_rg_45,adding_to_existing,Sacramento,1,FALSE,FALSE,FALSE,same_contributor_id,5000,109980,FALSE,CA,95814-4503,
UNITED NURSES ASSOCIATIONS OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS PAC (UNAC PAC) SCC,UNITED NURSES ASSOCIATION OF CALIFORNIA / UNION OF HEALTH CARE PROFESSIONALS,524910d6-05ce-43fb-8834-11d0f8253c01,1295768,org_rg_45,in existing map,yes,,org_rg_45,adding_to_existing,Sacramento,1,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id,2500,109980,FALSE,CA,95814-4602,
JEFFERSON AFT FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS),JEFFERSON FEDERATION OF TEACHERS,230f8180-4406-4120-9b3a-ba806dc64375,NA,org_rg_5159,add to map,yes,,org_rg_5159,new_entity,Daly City,24,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,26442.59,26263.41,TRUE,CA,94015,
JEFFERSON AFT FEDERATION OF TEACHERS (UNITEMIZED MEMBER DUES),JEFFERSON FEDERATION OF TEACHERS,230f8180-4406-4120-9b3a-ba806dc64375,NA,org_rg_5159,add to map,yes,,org_rg_5159,new_entity,Daly City,11,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,13092.32,26263.41,TRUE,CA,94015,
"KINDRED HEALTHCARE OPERATING, LLC",KINDRED HEALTHCARE OPERATING,679d3fa5-2d28-4392-ad76-a92da415c817,NA,org_rg_5432,in existing map,yes,,org_rg_5432,adding_to_existing,Louisville,3,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,5000,96483.92,FALSE,KY,40202,
"KINDRED HEALTHCARE OPERATING, LLC (STEVE ALBRECHT)",KINDRED HEALTHCARE OPERATING,679d3fa5-2d28-4392-ad76-a92da415c817,493025,org_rg_5432,add to map,yes,,org_rg_5432,adding_to_existing,Westminster,4,FALSE,FALSE,FALSE,exact_name_v1,13139.4,96483.92,TRUE,CA,92683,
"KINDRED HEALTHCARE OPERATING, LLC (STEVE ALBRECHT)",KINDRED HEALTHCARE OPERATING,679d3fa5-2d28-4392-ad76-a92da415c817,NA,org_rg_5432,add to map,yes,,org_rg_5432,adding_to_existing,Louisville,1,FALSE,FALSE,FALSE,exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,20000,96483.92,TRUE,KY,40202-2407,
"KINDRED HEALTHCARE OPERATING, LLC(ALADYS ACKEY)",KINDRED HEALTHCARE OPERATING,679d3fa5-2d28-4392-ad76-a92da415c817,NA,org_rg_5432,add to map,yes,,org_rg_5432,adding_to_existing,Louisville,1,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,2500,96483.92,FALSE,KY,40202,
"KINDRED HEALTHCARE OPERATING, LLC(STEVE ALBRECHT)",KINDRED HEALTHCARE OPERATING,679d3fa5-2d28-4392-ad76-a92da415c817,NA,org_rg_5432,in existing map,yes,,org_rg_5432,adding_to_existing,Louisville,6,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,25000,96483.92,FALSE,KY,40202 | 40202-2407,
