entity_name,canonical_name,entity_id,Contributor.ID,review_group_id,to_add_status,confirmed_link,flag,entity_status,same_recipient_variant,city,conflicting_contributor_ids,confirmed,is_conflict,link_methods,n_contributions,total_amount,max_single_recipient,state,zip,
PBF ENERGY WESTERN REGION LLC,NA,deab0827-2fb6-45fa-a488-d0ea4b2578b5,NA,org_rg_5709,,uncertain,,adding_to_existing,FALSE,Parsippany-Troy Hills,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3,5900,5000,NJ,7054,
PBF HOLDING COMPANY LLC,PBF HOLDING COMPANY,628ba349-b65d-45a7-93ce-5ed676746f39,NA,org_rg_5709,,uncertain,,adding_to_existing,TRUE,Long Beach | Parsippany | Parsippany-Troy Hills,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,5,9800,5000,CA | NJ,07054 | 90806,
PBF HOLDING COMPANY LLC(ARTHUR WARDEN III),PBF HOLDING COMPANY,628ba349-b65d-45a7-93ce-5ed676746f39,NA,org_rg_5709,,uncertain,,adding_to_existing,FALSE,Parsippany,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,9800,5000,NJ,7054,
PBF HOLDING COMPANY LLC(BETSY A. BRIEN),NA,628ba349-b65d-45a7-93ce-5ed676746f39,NA,org_rg_5709,,uncertain,,adding_to_existing,FALSE,Parsippany,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,3,11400,5000,NJ,7054,
PBF HOLDING COMPANY LLC(BETSY BRIEN),PBF HOLDING COMPANY,628ba349-b65d-45a7-93ce-5ed676746f39,NA,org_rg_5709,,uncertain,,adding_to_existing,TRUE,Long Beach,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,3500,5000,CA,90806,
"PBF HOLDING COMPANY, LLC",PBF HOLDING COMPANY,628ba349-b65d-45a7-93ce-5ed676746f39,NA,org_rg_5709,,uncertain,,adding_to_existing,TRUE,Long Beach | Parsippany | Parsippany-Troy Hills,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,14,148300,5000,CA | NJ,07054 | 90806,
PEPSICO,PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,in existing map,yes,,adding_to_existing,FALSE,"Fountain Valley | New Castle | Purchase,",FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,5,11500,9000,CA | DE | NY,10577 | 19721-2300 | 92708,
PEPSICO INC.,PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,in existing map,yes,,adding_to_existing,FALSE,Purchase,FALSE,TRUE,FALSE,exact_name_v1,1,15000,9000,NY,10577,
PEPSICO INCORPORATED AND AFFILIATED ENTITIES,PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,add to map,yes,,adding_to_existing,FALSE,Purchase | PURCHASE,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,582876.5,9000,NY,10577,
"PEPSICO, INC.",PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,in existing map,yes,,adding_to_existing,TRUE,Purchase,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,5,131000,9000,NY,10577,
"PEPSICO, INC. AND AFFILIATED ENTITIES",PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,add to map,yes,,adding_to_existing,FALSE,Purchase,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,4,13500,9000,NY,10577,
"PEPSICO, INCORPORATED AND AFFILIATED ENTITIES",PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,add to map,yes,,adding_to_existing,TRUE,Purchase | PURCHASE,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,9000,9000,NY,10577,
PEPSICO. INC.,PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,in existing map,yes,,adding_to_existing,TRUE,Purchase,FALSE,TRUE,FALSE,exact_name_v1 | name_v5_cross,1,4000,9000,NY,10577,
PEPSICO. INC. AND AFFILIATED ENTITIES,PEPSICO,069b4587-ae27-4d5d-b860-7c4bd69439a9,NA,org_rg_5744,add to map,yes,,adding_to_existing,TRUE,Purchase,FALSE,FALSE,FALSE,name_v5_cross,1,4000,9000,NY,10577,
PINNACLES TELEPHONE COMPANY,PINNACLES TELEPHONE COMPANY,68de88a4-7246-484f-89a3-39f879d579a7,NA,org_rg_5807,add to map,yes,,new_entity,TRUE,Paicines,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,4500,5525,CA,95043,
PINNACLES TELEPHONE COMPANY (RESTRICTED USE ACCOUNT),PINNACLES TELEPHONE COMPANY,68de88a4-7246-484f-89a3-39f879d579a7,NA,org_rg_5807,add to map,yes,,new_entity,TRUE,Paicines,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1025,5525,CA,95043,
PONDEROSA TELEPHONE,PONDEROSA TELEPHONE,319b4871-61fb-49eb-9711-a22b0a999f5d,NA,org_rg_5895,add to map,yes,,new_entity,TRUE,O Neals,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,9800,10825,CA,93645,
PONDEROSA TELEPHONE (RESTRICTED USE ACCOUNT),PONDEROSA TELEPHONE,319b4871-61fb-49eb-9711-a22b0a999f5d,NA,org_rg_5895,add to map,yes,,new_entity,TRUE,O Neals,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1025,10825,CA,93645,
SAGENT,SAGENT,e71d41fc-175a-498f-bc5d-7c68bf0975f1,NA,org_rg_6519,add to map,yes,,new_entity,TRUE,Coppell,FALSE,FALSE,FALSE,name_v5_cross,1,2900,5938.55,TX,75019,
"SAGENT, LLC(DAVID DOYLE)",SAGENT,e71d41fc-175a-498f-bc5d-7c68bf0975f1,NA,org_rg_6519,add to map,yes,,new_entity,TRUE,King Of Prussia,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,3038.55,5938.55,PA,19406,
SERVICE EMPLOYEES INTERNATIONAL UNION - UNITED HEALTHCARE WORKERS WEST,SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,NA,org_rg_6699,add to map,yes,more than one canonical name,adding_to_existing,TRUE,Oakland,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,12,38350.86,34851.58,CA,94612-1602,could map to SEIU UNITED HEALTHCARE WORKERS as well (all og names have west in them)
SERVICE EMPLOYEES INTERNATIONAL UNION UNITED HEALTHCARE WORKERS WEST,SEIU UNITED HEALTHCARE WORKERS WEST,b5951f83-1f30-46b9-9257-e3919ea69ffa,NA,org_rg_6699,add to map,yes,more than one canonical name,adding_to_existing,TRUE,Los Angeles,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,3,6064.11,34851.58,CA,90017-5864,could map to SEIU UNITED HEALTHCARE WORKERS as well (all og names have west in them)
SIERRA TELEPHONE,SIERRA TELEPHONE,e39275aa-228e-4076-9b1a-f91d460c4821,NA,org_rg_6796,add to map,yes,,new_entity,TRUE,Oakhurst,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,9800,10825,CA,93644,
SIERRA TELEPHONE (RESTRICTED USE ACCOUNT),SIERRA TELEPHONE,e39275aa-228e-4076-9b1a-f91d460c4821,NA,org_rg_6796,add to map,yes,,new_entity,TRUE,Oakhurst,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1025,10825,CA,93644,
SILVERADO CONTRACTORS INC (RUA),SILVERADO CONTRACTORS,cd0211c9-6e7b-40c7-ab34-48f1526214e8,NA,org_rg_6821,add to map,yes,,new_entity,TRUE,Emeryville,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1763,21363,CA,94608,
SILVERADO CONTRACTORS INC.,SILVERADO CONTRACTORS,cd0211c9-6e7b-40c7-ab34-48f1526214e8,NA,org_rg_6821,add to map,yes,,new_entity,FALSE,Oakland,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,3,2417.5,21363,CA,94608,
"SILVERADO CONTRACTORS, INC.",SILVERADO CONTRACTORS,cd0211c9-6e7b-40c7-ab34-48f1526214e8,NA,org_rg_6821,add to map,yes,,new_entity,TRUE,Emeryville | Oakland,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,5,23288.2,21363,CA,94608,
SISKIYOU TELEPHONE COMPANY,SISKIYOU TELEPHONE,ea28c8c8-7ca3-4508-9c2d-720a09f00dae,NA,org_rg_6846,add to map,yes,,new_entity,TRUE,Etna,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,5000,6025,CA,96027,
SISKIYOU TELEPHONE COMPANY (RESTRICTED USE ACCOUNT),SISKIYOU TELEPHONE,ea28c8c8-7ca3-4508-9c2d-720a09f00dae,NA,org_rg_6846,add to map,yes,,new_entity,TRUE,Etna,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1025,6025,CA,96027,
SOUTH CORD MANAGEMENT LLC,SOUTH CORD MANAGEMENT,11581042-9d09-4d92-b269-de78d671b643,NA,org_rg_6944,add to map,yes,,adding_to_existing,TRUE,Long Beach,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,25000,35000,CA,90802-2349,
SOUTH CORD MANAGEMENT LLC (ELLIOT LEWIS),SOUTH CORD MANAGEMENT,11581042-9d09-4d92-b269-de78d671b643,NA,org_rg_6944,in existing map,yes,,adding_to_existing,TRUE,Long Beach,FALSE,TRUE,FALSE,exact_name_v5 | name_v4_cross | name_v5_cross,1,10000,35000,CA,90802-2349,
SOUTH CORD MANAGEMENT LLC(ELLIOT LEWIS),SOUTH CORD MANAGEMENT,11581042-9d09-4d92-b269-de78d671b643,NA,org_rg_6944,add to map,yes,,adding_to_existing,FALSE,Long Beach,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,2750,35000,CA,90802,
"SOUTH CORD MANAGEMENT, LLC",SOUTH CORD MANAGEMENT,11581042-9d09-4d92-b269-de78d671b643,NA,org_rg_6944,in existing map,yes,,adding_to_existing,FALSE,Long Beach,FALSE,TRUE,FALSE,exact_name_v5 | name_v5_cross,1,5900,35000,CA,90802,
"SOUTHERN GLAZER'S WINE & SPIRITS, LLC",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,in existing map,yes,,adding_to_existing,TRUE,Miami,FALSE,TRUE,FALSE,exact_name_v1,5,12500,5000,FL,33169,
"SOUTHERN GLAZER'S WINE & SPIRITS, LLC(HARVEY R. CHAPLIN)",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,add to map,yes,,adding_to_existing,TRUE,Miami,FALSE,FALSE,FALSE,exact_name_v1,1,2500,5000,FL,33169,
SOUTHERN GLAZER'S WINE AND SPIRITS LLC,SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,in existing map,yes,,adding_to_existing,FALSE,Miramar,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,5000,5000,FL,33027,
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,in existing map,yes,,adding_to_existing,FALSE,Miami | Miramar,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,4,10000,5000,FL,33027 | 33169,
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC (HARVEY CHAPLIN)",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,add to map,yes,,adding_to_existing,FALSE,Miami,FALSE,FALSE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,2500,5000,FL,33169-5641,
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC(BERNADETTE ALVAREZ)",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,add to map,yes,,adding_to_existing,TRUE,MIAMI,FALSE,FALSE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,2500,5000,FL,33169,
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC(HARVEY R. CHAPLIN)",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,in existing map,yes,,adding_to_existing,TRUE,MIAMI,FALSE,TRUE,FALSE,exact_name_v1 | name_v4_cross | name_v5_cross,1,2500,5000,FL,33169,
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC(RYAN FLANIGAN)",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,add to map,yes,,adding_to_existing,FALSE,Miami | Miramar,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,5000,5000,FL,33027 | 33169,
"SOUTHERN GLAZERS WINE AND SPIRITS, LLC",SOUTHERN GLAZER'S WINE & SPIRITS,f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d,NA,org_rg_6954,in existing map,yes,,adding_to_existing,FALSE,Miami,FALSE,TRUE,FALSE,exact_name_v1,1,2500,5000,FL,33169,
CALIFORNIA FRESH FRUIT ASSOCIATION,CALIFORNIA FRESH FRUIT ASSOCIATION,2b488803-52c2-4764-976f-c48aec1aec71,NA,org_rg_70,in existing map,yes,,adding_to_existing,TRUE,Fresno,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,2,19600,59000,CA,93720,
CALIFORNIA FRESH FRUIT ASSOCIATION (RESTRICTED USE ACCOUNT),CALIFORNIA FRESH FRUIT ASSOCIATION,2b488803-52c2-4764-976f-c48aec1aec71,NA,org_rg_70,add to map,yes,,adding_to_existing,TRUE,Fresno,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,39400,59000,CA,93720,
CALIFORNIA FRESH FRUIT ASSOCIATION PAC,CALIFORNIA FRESH FRUIT ASSOCIATION,2b488803-52c2-4764-976f-c48aec1aec71,800697,org_rg_70,in existing map,yes,,adding_to_existing,FALSE,Fresno,FALSE,TRUE,FALSE,map1_bridge | same_contributor_id | same_contributor_id,7,11500,59000,CA,93711 | 93711-5502,
CALIFORNIA FRESH FRUIT ASSOCIATION POLITICAL ACTION COMMITTEE,CALIFORNIA FRESH FRUIT ASSOCIATION,2b488803-52c2-4764-976f-c48aec1aec71,800697,org_rg_70,in existing map,yes,,adding_to_existing,FALSE,Fresno,FALSE,TRUE,FALSE,same_contributor_id,1,1000,59000,CA,93711,
"STACY AND WITBECK, INC (RESTRICTED USE ACCOUNT)",STACY AND WITBECK,ee136518-bb61-4cb1-9976-a0b1f0aafe9d,NA,org_rg_7007,add to map,yes,,new_entity,TRUE,Alameda,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,1035,12194.45,CA,94502,
"STACY AND WITBECK, INC.",STACY AND WITBECK,ee136518-bb61-4cb1-9976-a0b1f0aafe9d,NA,org_rg_7007,add to map,yes,,new_entity,TRUE,Alameda,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,3,11159.45,12194.45,CA,94502,
"STEVENS CREEK QUARRY, INC.",STEVENS CREEK QUARRY,6795661b-2123-492d-adf5-9e08315bcb2e,NA,org_rg_7050,add to map,yes,,new_entity,TRUE,Cupertino,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,9800,11162,CA,95014,
"STEVENS CREEK QUARRY, INC. (RESTRICTED USE ACCOUNT)",STEVENS CREEK QUARRY,6795661b-2123-492d-adf5-9e08315bcb2e,NA,org_rg_7050,add to map,yes,,new_entity,TRUE,Cupertino,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,1362,11162,CA,95014,
TAH OPERATIONS,TRICON RESIDENTIAL,081bf5af-069d-4310-ac09-c8a36bbf9d77,NA,org_rg_7224,add to map,yes,DBA,new_entity,TRUE,Tustin,FALSE,FALSE,FALSE,name_v5_cross,1,2500,5900,CA,92870,https://www.bbb.org/us/tx/arlington/profile/property-management/tricon-1126-172014624/addressId/377768 BBB links Tricon and TAH Operations; https://dockets.justia.com/docket/florida/flsdce/0:2022cv60118/606540 (other source)
"TAH OPERATIONS, LLC",TRICON RESIDENTIAL,081bf5af-069d-4310-ac09-c8a36bbf9d77,NA,org_rg_7224,add to map,yes,DBA,new_entity,TRUE,Santa Ana | Tustin,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross,4,14800,5900,CA,92705 | 92780,
"TAH OPERATIONS, LLC (DAVID VENEZIANO)",TRICON RESIDENTIAL,081bf5af-069d-4310-ac09-c8a36bbf9d77,NA,org_rg_7224,add to map,yes,DBA,new_entity,FALSE,Tustin,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v2_cross | name_v4_cross | name_v5_cross,2,11768,5900,CA,92780,
"TAH OPERATIONS, LLC(THOMAS WALSH)",TRICON RESIDENTIAL,081bf5af-069d-4310-ac09-c8a36bbf9d77,NA,org_rg_7224,add to map,yes,DBA,new_entity,FALSE,Tustin,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,5900,5900,CA,92780,
TAYLOR & RING,TAYLOR & RING,61a0aea2-f990-40ce-8935-8b5b67196bf3,NA,org_rg_7247,add to map,yes,,new_entity,TRUE,Manhattan Beach,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,4,150000,159600,CA,90266,
"TAYLOR & RING, LLP",TAYLOR & RING,61a0aea2-f990-40ce-8935-8b5b67196bf3,NA,org_rg_7247,add to map,yes,,new_entity,TRUE,Los Angeles,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,10000,159600,CA,90024,
TECHNOLOGY CREDIT UNION,TECHNOLOGY CREDIT UNION,0fe399f1-bb11-4b43-a5f5-039642783d09,NA,org_rg_7278,add to map,yes,,new_entity,TRUE,Glendale,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,19600,98000,CA,91204,
TECHNOLOGY CREDIT UNION (INDEP EXENDITURE ACCOUNT),TECHNOLOGY CREDIT UNION,0fe399f1-bb11-4b43-a5f5-039642783d09,NA,org_rg_7278,add to map,yes,,new_entity,TRUE,Glendale,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,78400,98000,CA,91204,
TEICHERT CONSTRUCTION,TEICHERT,870de428-b741-4ec5-87b4-abdd8d4c82a1,NA,org_rg_7281,add to map,yes,,adding_to_existing,TRUE,Sacramento,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,9,17012.89,16727.74,CA,95864,
TEICHERT CONSTRUCTION (RESTRICTED USE ACCOUNT),TEICHERT,870de428-b741-4ec5-87b4-abdd8d4c82a1,NA,org_rg_7281,add to map,yes,,adding_to_existing,TRUE,Sacramento,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,4297.85,16727.74,CA,95864,
ALTRIA CLIENT SERVICES LLC,PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,add to map,yes,,adding_to_existing,FALSE,Sacramento,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,5900,19600,CA,95814,
ALTRIA CLIENT SERVICES LLC(CHEYANNE COOK),PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,FALSE,Sacramento,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,0,19600,CA,95814,
"ALTRIA CLIENT SERVICES, LLC",PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,FALSE,Richmond,FALSE,TRUE,FALSE,exact_name_v4 | map1_bridge | name_v4_cross | name_v5_cross,1,3000,19600,VA,23230,
"ALTRIA CLIENT SERVICES, LLC(JOEL S. AURORA)",PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,TRUE,San Rafael,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,9800,19600,CA,94901,
PHILIP MORRIS USA INC. AND ITS AFFILIATES,PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,TRUE,Sacramento | SACRAMENTO,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,7,102700,19600,CA,95814,
PHILIP MORRIS USA INC. AND ITS AFFILIATES(CHEYANNE COOK),PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,add to map,yes,,adding_to_existing,TRUE,SACRAMENTO,FALSE,FALSE,FALSE,name_v4_cross | name_v5_cross,1,5900,19600,CA,95814,
"PHILIP MORRIS USA INC., & IT'S AFFILIATES",PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,TRUE,Richmond,FALSE,TRUE,FALSE,exact_name_v1,1,9800,19600,VA,23230,
"PHILIP MORRIS USA INC., AND ITS AFFILIATES",PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,FALSE,Sacramento,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,2,19600,19600,CA,95814,
"PHILIP MORRIS USA, INC. AND ITS AFFILIATES/ ALTRIA CLIENT SERVICES, LLC",PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,in existing map,yes,,adding_to_existing,FALSE,Sacramento,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross,6,250000,19600,CA,95814,
"PHILIP MORRIS USA, INC. AND ITS AFFILIATES/ALTRIA CLIENT SERVICES, LLC",PHILIP MORRIS / ALTRIA,98a1b148-eaa6-4e62-b8dd-fcf2c751806f,NA,org_rg_761,add to map,yes,,adding_to_existing,FALSE,Richmond | Sacramento,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,11800,19600,CA | VA,23230 | 95814,
AMAZON,AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,in existing map,yes,,adding_to_existing,FALSE,Arlington | Washington,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge,3,9100,11800,DC | VA,20003 | 22202,
AMAZON.COM SERVICES,AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,add to map,yes,,adding_to_existing,FALSE,Washington,FALSE,FALSE,FALSE,name_v5_cross,1,3000,11800,DC,20003,
AMAZON.COM SERVICES LLC,AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,in existing map,yes,,adding_to_existing,FALSE,Washington,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,2000,11800,DC,20003,
AMAZON.COM SERVICES LLC (ANTHONY WILLIAMS),AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,in existing map,yes,,adding_to_existing,FALSE,Seattle,FALSE,TRUE,FALSE,exact_name_v4 | name_v4_cross | name_v5_cross,1,15000,11800,WA,98109-5210,
AMAZON.COM SERVICES LLC(ANDREA FAVA),AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,in existing map,yes,,adding_to_existing,TRUE,Seattle | Washington | WASHINGTON,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross,20,269500,11800,DC | WA,20003 | 20003-1107 | 98109,
AMAZON.COM SERVICES LLC(ANDY JASSY),AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,add to map,yes,,adding_to_existing,FALSE,Washington,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,5900,11800,DC,20003,
AMAZON.COM SERVICES LLC(FAVA ANDREA),AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,add to map,yes,,adding_to_existing,FALSE,Washington,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,50000,11800,DC,20003,
"AMAZON.COM SERVICES, LLC",AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,in existing map,yes,,adding_to_existing,TRUE,Washington,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,15,63200,11800,DC,20003,
"AMAZON.COM SERVICES, LLC (ANDREA FAVA)",AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,in existing map,yes,,adding_to_existing,FALSE,Seattle,FALSE,TRUE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,20000,11800,WA,98108,
"AMAZON.COM SERVICES, LLC(ANDREA FARA)",AMAZON,05b7278c-aded-43b6-a477-8414bfe50d14,NA,org_rg_771,add to map,yes,,adding_to_existing,FALSE,Washington,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross,2,50000,11800,DC,20003,
UC AFT (UNITEMIZED MEMBER CONTRIBUTIONS),UNIVERSITY COUNCIL AMERICAN FEDERATION OF TEACHERS,201eaf0a-2f60-40c9-aeb8-cc57d57cf865,NA,org_rg_7723,add to map,yes,,new_entity,TRUE,Davis,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,2,14044.25,69248.88,CA,95618,
UC-AFT (UNITEMIZED MEMBER CONTRIBUTIONS),UNIVERSITY COUNCIL AMERICAN FEDERATION OF TEACHERS,201eaf0a-2f60-40c9-aeb8-cc57d57cf865,NA,org_rg_7723,add to map,yes,,new_entity,TRUE,Davis,FALSE,FALSE,FALSE,exact_name_v1 | exact_name_v1 | name_v5_cross,6,55204.63,69248.88,CA,95618,
