entity_name,Contributor.ID,review_group_id,canonical_name,to_add_status,confirmed_link,entity_id,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE MPO,830078,org_rg_79,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,add to map,yes,d00c7157-b247-4c10-a404-a3aecd6b9ab3,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,17000,Chicago,IL,60631-3512,
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICAN CALIFORNIA PAC MPO,830078,org_rg_79,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION,add to map,yes,d00c7157-b247-4c10-a404-a3aecd6b9ab3,,adding_to_existing,FALSE,FALSE,FALSE,4,same_contributor_id,6000,17000,Chicago,IL,60631,
TURO INC,NA,org_rg_7921,TURO,add to map,yes,12a1a4f5-3c7d-4909-b3c0-3c9555b15727,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,5000,40000,San Francisco,CA,94104,
TURO INC.,NA,org_rg_7921,TURO,add to map,yes,12a1a4f5-3c7d-4909-b3c0-3c9555b15727,,new_entity,FALSE,FALSE,FALSE,14,exact_name_v1,134600,40000,San Francisco | SAN FRANCISCO,CA,94104 | 94104-4545,
CA TEACHERS ASSN/ASSN FOR BETTER CITIZENSHIP,741941,org_rg_8,CALIFORNIA TEACHERS ASSOCIATION,add to map,yes,d0854243-1d1c-4b96-96da-5fbcc16a6e5c,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,11800,39200,Burlingame,CA,94010,
CALIFORNIA CITRUS MUTUAL POLITICAL ACTION COMMITTEE,830341,org_rg_80,CALIFORNIA CITRUS MUTUAL,add to map,yes,334debbd-9b62-4c3a-90f2-2430cbcbf96d,,adding_to_existing,FALSE,FALSE,FALSE,5,same_contributor_id,35400,25000,Sacramento,CA,95814 | 95814-3809,
"AMERICAN FURNITURE GALLERY, INC",NA,org_rg_801,AMERICAN FURNITURE GALLERY,add to map,yes,bd70bb28-054a-494f-b6f5-74072b7e1d1e,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,2500,5900,Sacramento,CA,95823,
"AMERICAN FURNITURE GALLERY, INC.",NA,org_rg_801,AMERICAN FURNITURE GALLERY,add to map,yes,bd70bb28-054a-494f-b6f5-74072b7e1d1e,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,5900,5900,Sacramento,CA,95828,
UP RAILROAD COMPANY,NA,org_rg_8036,UNION PACIFIC RAILROAD COMPANY,add to map,yes,a7a6bd8f-6a77-4645-b1c7-350dedc136b1,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,5500,15000,Roseville | Sacramento,CA,95747 | 95814,
UNITED,NA,org_rg_8045,UNITED AIRLINES,add to map,yes,3715f4e6-9d56-47d6-9ede-21e465ba49eb,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,5000,5000,Chicago,IL,60606,"Other united airlines contributions mostly came from chicago, some came from houston. Only two contributors with exact name match as ""UNITED"" - one from chicago and one from houston and these zip codes match other united contributions so it defs seems to be united airlines. Recipient pac was a candidate committee 'LOLA SMALLWOOD-CUEVAS FOR SENATE 2026'"
UNITED AUBURN INDIAN COMMUNITY OF AUBURN RANCHERIA,NA,org_rg_8046,UNITED AUBURN INDIAN COMMMUNITY OF THE AUBURN RANCHERIA,add to map,yes,55c48dde-8d11-4c3d-ad4b-693d592444e7,,adding_to_existing,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,6000,7000,Sacramento,CA,95814,
USAA,NA,org_rg_8061,UNITED SERVICES AUTOMOBILE ASSOCIATION,add to map,yes,43aaf61b-e67c-4689-8ae6-46088a7cf2ed,,adding_to_existing,FALSE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,5500,15000,San Antonio,TX,78288 | 78288-0001,
VASQUEZ & COMPANY LLP,NA,org_rg_8219,VASQUEZ & COMPANY,add to map,yes,2c3ea1dc-18c4-463d-91a2-0098cd41f003,,new_entity,FALSE,FALSE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,15500,15500,GLENDALE,CA,91203,
VASQUEZ + COMPANY LLP,NA,org_rg_8219,VASQUEZ & COMPANY,add to map,yes,2c3ea1dc-18c4-463d-91a2-0098cd41f003,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,2688,15500,Glendale | Sacramento,CA,91203 | 95814,
VIEJAS BAND OF THE KUMEYAAY INDIANS,NA,org_rg_8263,VIEJAS BAND OF KUMEYAAY INDIANS,add to map,yes,4a0f3285-f2a9-40f3-8977-4c2fcc0eec9c,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,11800,50000,Alpine,CA,91901,
DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA & VICINITY,831693,org_rg_83,DISTRICT COUNCIL OF IRON WORKERS POLITICAL ACTION LEAGUE,add to map,yes,dc462cf9-47ed-474a-92be-0efb4560684b,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2500,5900,Ontario,CA,91761,
DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA AND VICINITY PAC SMALL CONTRIBUTOR COMMITTEE,831693,org_rg_83,DISTRICT COUNCIL OF IRON WORKERS POLITICAL ACTION LEAGUE,add to map,yes,dc462cf9-47ed-474a-92be-0efb4560684b,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5900,5900,Ontario,CA,91761,
VSP VISION,NA,org_rg_8365,VSP VISION CARE,add to map,yes,6ddd7a1a-1755-4398-969f-190356e650bd,,new_entity,FALSE,FALSE,FALSE,9,exact_name_v1 | exact_name_v1 | map1_bridge,16400,12000,Rancho Cordova | Sacramento,CA,95670 | 95814,
VSP VISION CARE,NA,org_rg_8365,VSP VISION CARE,add to map,yes,6ddd7a1a-1755-4398-969f-190356e650bd,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,12000,12000,Rancho Cordova,CA,95670,
"WAL-MART STORES, INC",NA,org_rg_8385,WALMART,add to map,yes,52a5c10d-2e53-400b-84c5-923c565903e0,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,3000,75000,Bentonville,AR,72716,
"CALIFORNIA ATTORNEYS, ADMINISTRATIVE LAW JUDGES & HEARING OFFICERS IN STATE EMPLOYMENT PAC AKA CASE PAC",840154,org_rg_84,CALIFORNIA ATTORNEYS ADMINISTRATIVE LAW JUDGES & HEARING OFFICERS IN STATE EMPLOYMENT,add to map,yes,c0728509-e7fc-4c02-8b32-c487c1ac3bef,,adding_to_existing,FALSE,FALSE,FALSE,5,same_contributor_id,35500,25000,Sacramento | SACRAMENTO,CA,95814,
WEST COAST UNIVERSITY INC,NA,org_rg_8475,WEST COAST UNIVERSITY,add to map,yes,0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,2500,49500,Irvine,CA,92617,
"WEST COAST UNIVERSITY, INC",NA,org_rg_8475,WEST COAST UNIVERSITY,add to map,yes,0dbf242a-a8eb-4d86-b6c7-e73b9688f0c9,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,1500,39200,Irvine,CA,92617,
"WESTERN DENTAL SERVICES, INC",NA,org_rg_8491,WESTERN DENTAL SERVICES,add to map,yes,075645a6-bf4c-4e78-bd1a-b2288fafaab9,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,4900,11800,Orange,CA,92868-4525,
"WESTERN DENTAL SERVICES, INC.",NA,org_rg_8491,WESTERN DENTAL SERVICES,add to map,yes,075645a6-bf4c-4e78-bd1a-b2288fafaab9,,new_entity,FALSE,FALSE,FALSE,5,exact_name_v1,24700,11800,Orange,CA,92868 | 92868-4544,
INTERNATIONAL LONGSHORE AND WAREHOUSE UNION (ILWU) POLITICAL ACTION FUND,840228,org_rg_85,INTERNATIONAL LONGSHORE AND WAREHOUSE UNION,add to map,yes,2fd0006c-91e1-489e-a167-2d040b63db39,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,20000,San Francisco,CA,94109,
INTERNATIONAL LONGSHORE AND WAREHOUSE UNION POLITICAL ACTION FUND,840228,org_rg_85,INTERNATIONAL LONGSHORE AND WAREHOUSE UNION,add to map,yes,2fd0006c-91e1-489e-a167-2d040b63db39,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,20000,20000,San Francisco,CA,94109-6800,
WESTERN UNITED DAIRYMEN,NA,org_rg_8517,WESTERN UNITED DAIRIES,add to map,yes,0e7bd782-af56-4b5b-b69c-846c6114c9aa,,adding_to_existing,FALSE,FALSE,FALSE,9,exact_name_v1 | exact_name_v1 | map1_bridge,2723.68,10000,Turlock,CA,95380,Was unsure about the link - but these names are linked under DD org concept and both names used for pac in cal-access
"YUM BRANDS, INC",NA,org_rg_8695,YUM! BRANDS,add to map,yes,90b16e92-9ca1-4525-a766-8b652498c8ce,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,1500,10000,Louisville,KY,40213,
"YUM BRANDS, INC.",NA,org_rg_8695,YUM! BRANDS,add to map,yes,90b16e92-9ca1-4525-a766-8b652498c8ce,,new_entity,FALSE,FALSE,FALSE,7,exact_name_v1,17500,10000,Louisville,KY,40213 | 40232,
THE ZENITH INSURANCE COMPANY,NA,org_rg_8713,THE ZENITH,add to map,yes,1a800d6b-0839-4b93-b974-4d1499ad288c,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,1500,9800,Woodland Hills,CA,91367,
ZENITH INSURANCE COMPANY,NA,org_rg_8713,THE ZENITH,add to map,yes,1a800d6b-0839-4b93-b974-4d1499ad288c,,new_entity,FALSE,FALSE,FALSE,7,exact_name_v1 | exact_name_v1 | map1_bridge,18800,9800,Woodland Hills,CA,91367 | 91367-5005,
"ZUFFA, LLC (IVETTE FERNANDEZ)",NA,org_rg_8719,ZUFFA / ULTIMATE FIGHTING CHAMPIONSHIP,add to map,yes,0341480d-897a-485e-82c0-c5d999c20525,DBA,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,5900,5900,Las Vegas,NV,89102-4390,
"ZUFFA, LLC DBA UFC(IVETTE FERNANDEZ)",NA,org_rg_8719,ZUFFA / ULTIMATE FIGHTING CHAMPIONSHIP,add to map,yes,0341480d-897a-485e-82c0-c5d999c20525,DBA,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,5100,5900,Las Vegas,NV,89118,
ZURICH AMERICAN  INSURANCE COMPANY,NA,org_rg_8720,ZURICH AMERICAN INSURANCE COMPANY,add to map,yes,2071d7b2-04ad-4ae5-8488-2700bcc9e931,,new_entity,FALSE,FALSE,FALSE,3,exact_name_v1,5250,5250,Schaumburg,IL,60196,
ZURICH AMERICAN INSURANCE COMPANY,NA,org_rg_8720,ZURICH AMERICAN INSURANCE COMPANY,add to map,yes,2071d7b2-04ad-4ae5-8488-2700bcc9e931,,new_entity,FALSE,FALSE,FALSE,11,exact_name_v1,17650,5250,Schaumburg | SCHAUMBURG,IL,60196,
EUREKA POLITICAL ACTION COMMITTEE,NA,org_rg_8723,EUREKA PAC,add to map,yes,a76ea8d5-2bc6-4577-8907-421fcd5f5d49,missing contributor id,new_entity,FALSE,FALSE,FALSE,1,exact_name_v2,5000,10000,Washington,DC,20515,
EUREKA POLITICAL ACTION COMMITTEE (FED PAC ID #C00390161),1400117,org_rg_8723,EUREKA PAC,add to map,yes,a76ea8d5-2bc6-4577-8907-421fcd5f5d49,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v2,10000,10000,Bethesda,MD,20824,
LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND,NA,org_rg_8724,LKQ CORPORATION,add to map,yes,30a282a2-6c63-4e6f-9f39-cd68868967ba,missing contributor id,new_entity,FALSE,FALSE,FALSE,1,exact_name_v2,5000,5000,Washington,DC,20003,
LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND (FEC ID #C00458158),1385462,org_rg_8724,LKQ CORPORATION,add to map,yes,30a282a2-6c63-4e6f-9f39-cd68868967ba,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v2,2500,5000,Washington,DC,20003,
AMAZON.COM SERVICES LLC (ANTHONY WILLIAMS),NA,org_rg_8726,AMAZON,add to map,yes,05b7278c-aded-43b6-a477-8414bfe50d14,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,15000,15000,Seattle,WA,98109-5210,
ATRIA MANAGEMENT COMPANY LLC,NA,org_rg_8728,ATRIA MANAGEMENT COMPANY,add to map,yes,4d2d60f5-d1da-433a-a02d-a627f40a7112,use management company?,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,10000,10000,Louisville,KY,40202-1959,This is under Atria Senior Living in DD
ATRIA MANAGEMENT COMPANY LLC (CHRIS CULLEN),NA,org_rg_8728,ATRIA MANAGEMENT COMPANY,add to map,yes,4d2d60f5-d1da-433a-a02d-a627f40a7112,use management company?,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2500,10000,Louisville,KY,40202,This is under Atria Senior Living in DD
BERRY PETROLEUM COMPANY LLC,NA,org_rg_8732,BERRY PETROLEUM COMPANY,add to map,yes,5c08ebff-a3e8-4119-92af-72bba2446dcb,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2000,9800,Bakersfield,CA,93311,
BERRY PETROLEUM COMPANY LLC(BETH MILLS),NA,org_rg_8732,BERRY PETROLEUM COMPANY,add to map,yes,5c08ebff-a3e8-4119-92af-72bba2446dcb,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,9800,BAKERSFIELD,CA,93311,
BERRY PETROLEUM COMPANY LLC(FERNANDO ARAUJO),NA,org_rg_8732,BERRY PETROLEUM COMPANY,add to map,yes,5c08ebff-a3e8-4119-92af-72bba2446dcb,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2000,9800,Bakersfield,CA,93311,
BLUPEAK CREDIT UNION,NA,org_rg_8734,BLUPEAK CREDIT UNION,add to map,yes,e32c5987-3ff2-4c78-9488-b0ecb55aaf04,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,10000,San Diego,CA,92121,
BLUPEAK CREDIT UNION (INDEP EXPENDITURE ACCOUNT),NA,org_rg_8734,BLUPEAK CREDIT UNION,add to map,yes,e32c5987-3ff2-4c78-9488-b0ecb55aaf04,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,200,10000,San Diego,CA,92121,
"CAL TEX CATTLE CO, INC.",NA,org_rg_8737,CAL TEX CATTLE,add to map,yes,c4134cdf-b5c0-4dcd-b315-2dd7d29024ab,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,14015,Garden Valley,CA,95633,
"CAL TEX CATTLE CO, INC. (RESTRICTED USE ACCOUNT)",NA,org_rg_8737,CAL TEX CATTLE,add to map,yes,c4134cdf-b5c0-4dcd-b315-2dd7d29024ab,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,4215,14015,Garden Valley,CA,95633,
CALIFORNIA ASSOCIATION OF PEST CONTROL ADVISORS,NA,org_rg_8738,CALIFORNIA ASSOCIATION OF PEST CONTROL ADVISORS,add to map,yes,0a53f8a3-d165-4482-8ba1-4a9e9a4041d6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,49000,Sacramento,CA,95825,
CALIFORNIA ASSOCIATION OF PEST CONTROL ADVISORS (RESTRICTED USE ACCOUNT),NA,org_rg_8738,CALIFORNIA ASSOCIATION OF PEST CONTROL ADVISORS,add to map,yes,0a53f8a3-d165-4482-8ba1-4a9e9a4041d6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,39200,49000,Sacramento,CA,95825,
"CHARTER COMMUNICATIONS OPERATING, LLC (KARA BUSH)",NA,org_rg_8746,CHARTER COMMUNICATIONS OPERATING,add to map,yes,7a9e64c6-d61a-4bac-9f3b-1ac970518664,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,4609.08,15000,Saint Louis,MO,63131-3673,
"COALINGA FEED YARD, INC.",NA,org_rg_8747,COALINGA FEED YARD,add to map,yes,536a1347-f088-48ca-8274-163bf36fd646,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,10000,Coalinga,CA,93210,
"COALINGA FEED YARD, INC. (RESTRICTED USE ACCOUNT)",NA,org_rg_8747,COALINGA FEED YARD,add to map,yes,536a1347-f088-48ca-8274-163bf36fd646,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,200,10000,Coalinga,CA,93210,
CONVERA,NA,org_rg_8749,CONVERA,add to map,yes,ff5201a8-4500-491f-895b-d8dd75bf40b2,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,10000,Sacramento,CA,95814,
CONVERA (INDEPENDENT EXPENDITURE ACCOUNT),NA,org_rg_8749,CONVERA,add to map,yes,ff5201a8-4500-491f-895b-d8dd75bf40b2,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,200,10000,Sacramento,CA,95814,
"DIMENSION ENERGY, LLC",NA,org_rg_8754,DIMENSION ENERGY,add to map,yes,9d1f767d-0224-4125-8c86-86c266c0117f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,5900,5900,Atlanta,GA,30305,
"DIMENSION ENERGY, LLC(SAM YOUNES)",NA,org_rg_8754,DIMENSION ENERGY,add to map,yes,9d1f767d-0224-4125-8c86-86c266c0117f,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,2000,5900,Atlanta,GA,30305,
EDWARDS LIFESCIENCES LLC(BERNARD J ZORIGHIAN),NA,org_rg_8757,EDWARDS LIFE SCIENCES,add to map,yes,697cd253-78b5-42d3-b932-18e7cf636f3c,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,7500,7500,Irvine,CA,92614,
FOSTER FARMS,NA,org_rg_8762,FOSTER POULTRY FARMS,add to map,yes,f471e9bc-75b2-422f-8cc2-a0e279163150,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,1320.45,10000,Livingston,CA,95334,
FOSTER POULTRY FARMS LLC,NA,org_rg_8762,FOSTER POULTRY FARMS,add to map,yes,f471e9bc-75b2-422f-8cc2-a0e279163150,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,4000,10000,Livingston,CA,95334,
GOOGLE LLC AND AFFILIATED ENTITIES (ROBERT BIEDERMAN),NA,org_rg_3340,GOOGLE,add to map,yes,935b461b-d567-41e7-a9e5-d8c32f30d592,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,15000,15000,Sausalito,CA,94965-3321,
GOOGLE LLC AND AFFILIATED ENTITIES (WILLIAM FLOYD),NA,org_rg_3340,GOOGLE,add to map,yes,935b461b-d567-41e7-a9e5-d8c32f30d592,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,3000,15000,Mountain View,CA,94043-1351,
GOOGLE LLC AND AFFILIATED ENTITIES(BOB BIEDERMAN),NA,org_rg_3340,GOOGLE,add to map,yes,935b461b-d567-41e7-a9e5-d8c32f30d592,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,1500,15000,Mountain View,CA,94043,
GOOGLE LLC AND ITS AFFILIATED ENTITIES(MARK ISAKOWITZ),NA,org_rg_3340,GOOGLE,add to map,yes,935b461b-d567-41e7-a9e5-d8c32f30d592,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,16500,116500,Mountain View,CA,94043,
GOOGLE LLC AND ITS AFFILIATED ENTITIES(ROBERT BIEDERMAN),NA,org_rg_3340,GOOGLE,add to map,yes,935b461b-d567-41e7-a9e5-d8c32f30d592,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,1.00E+05,116500,Mountain View,CA,94043,
GOOGLE LLC & AFFILIATED ENTITIES,NA,org_rg_3340,GOOGLE,add to map,yes,935b461b-d567-41e7-a9e5-d8c32f30d592,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,1500,5500,Mountain View,CA,94043,
"HANSEN RANCHES, LLC",NA,org_rg_8771,HANSEN RANCHES,add to map,yes,5fad42ad-ad53-4f55-a3ab-627c43c00a87,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,5000,5000,Corcoran,CA,93212,
"HANSEN RANCHES, LLC (PHILLIP HANSEN)",NA,org_rg_8771,HANSEN RANCHES,add to map,yes,5fad42ad-ad53-4f55-a3ab-627c43c00a87,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,250,5000,Corcoran,CA,93212,
"HARBOR DISTRIBUTING, LLC (DAVID K. REYES)",NA,org_rg_3521,HARBOR DISTRIBUTING,add to map,yes,f97fecf7-865e-4caf-b345-bc06731f39c1,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,1000,20000,Huntington Beach,CA,92649-1168,
"HARBOR DISTRIBUTING, LLC (LARA DUNBAR)",NA,org_rg_3521,HARBOR DISTRIBUTING,add to map,yes,f97fecf7-865e-4caf-b345-bc06731f39c1,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,20000,20000,Huntington Beach,CA,92647,
"HARBOR DISTRIBUTING, LLC(THOMAS A. REYES)",NA,org_rg_3521,HARBOR DISTRIBUTING,add to map,yes,f97fecf7-865e-4caf-b345-bc06731f39c1,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,1000,20000,Huntington Beach,CA,92647,
"HARBOR DISTRIBUTING, LLC(DAVID K REYES)",NA,org_rg_3521,HARBOR DISTRIBUTING,add to map,yes,f97fecf7-865e-4caf-b345-bc06731f39c1,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5900,15000,Huntington Beach,CA,92647,
"HARBOR DISTRIBUTING, LLC(DAVID K. REYES)",NA,org_rg_3521,HARBOR DISTRIBUTING,add to map,yes,f97fecf7-865e-4caf-b345-bc06731f39c1,,adding_to_existing,FALSE,FALSE,FALSE,4,exact_name_v1,32500,15000,Huntington Beach | HUNTINGTON BEACH,CA,92647,
INVENERGY LLC (MICHAEL POLSKY),NA,org_rg_8774,INVENERGY,add to map,yes,8698ec74-221a-4e10-b175-4de6571ef652,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,5000,5000,Chicago,IL,60606-5600,
INVENERGY LLC(KELLY SPEAKS-BACKMAN),NA,org_rg_8774,INVENERGY,add to map,yes,8698ec74-221a-4e10-b175-4de6571ef652,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,1000,5000,Chicago,IL,60606,
LGI HOMES CALIFORNIA LLC (EVAN LICHT)(EVAN LICHT),NA,org_rg_8780,LGI HOMES CALIFORNIA,add to map,yes,bef01a6e-3b87-4857-b1f6-be3187753c41,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,9875,Roseville,CA,95661,
LGI HOMES CALIFORNIA LLC(EVAN LICHT),NA,org_rg_8780,LGI HOMES CALIFORNIA,add to map,yes,bef01a6e-3b87-4857-b1f6-be3187753c41,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,75,9875,Roseville,CA,95661,
"NEXTERA ENERGY RESOURCES DEVELOPMENT, LLC(PEDRO VILLEGAS)",NA,org_rg_8790,NEXTERA ENERGY,add to map,yes,55f4fd42-a9b5-41d4-9394-b824db9d922a,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,9800,9800,Juno Beach,FL,33408,
"NIAGARA BOTTLING, LLC",NA,org_rg_8791,NIAGARA BOTTLING,add to map,yes,ef30e336-5145-4310-a8af-61956ec66840,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,357,15000,Diamond Bar,CA,91765,
"NIAGARA BOTTLING, LLC (BRIAN HESS)",NA,org_rg_8791,NIAGARA BOTTLING,add to map,yes,ef30e336-5145-4310-a8af-61956ec66840,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,15000,15000,Diamond Bar,CA,91765-3922,
"NIAGARA BOTTLING, LLC(MAX ORTA)",NA,org_rg_8791,NIAGARA BOTTLING,add to map,yes,ef30e336-5145-4310-a8af-61956ec66840,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,500,15000,Diamond Bar,CA,91765,
PACHAMAMA RESOURCES INC.,NA,org_rg_8795,PACHAMAMA RESOURCES,add to map,yes,76bd537c-c727-4644-9682-bcfd4fc1c2c6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,25000,San Francisco,CA,94103,
PACHAMAMA RESOURCES INC. (RESTRICTED USE ACCOUNT),NA,org_rg_8795,PACHAMAMA RESOURCES,add to map,yes,76bd537c-c727-4644-9682-bcfd4fc1c2c6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,15200,25000,San Francisco,CA,94103,
"PRIMA WASTE MANAGEMENT, INC.",NA,org_rg_8799,PRIMA,add to map,yes,e013e1ab-f6d2-4add-88e3-dee8b7a98efc,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,5000,10000,Downey,CA,90241-5620,
"PRIMA WASTE MANAGEMENT, INC. (FERNANDO VASQUEZ)",NA,org_rg_8799,PRIMA,add to map,yes,e013e1ab-f6d2-4add-88e3-dee8b7a98efc,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,10000,10000,Downey,CA,90241-5620,
"PRIME THERAPEUTICS, LLC (ANTHONIO FIORE)",NA,org_rg_8800,PRIME THERAPEUTICS,add to map,yes,5866780f-6c19-49a9-a9b3-d0c7087f3452,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,25000,25000,Saint Paul,MN,55121-2498,
"PRIME THERAPEUTICS, LLC(ANTHONIO FIORE)",NA,org_rg_8800,PRIME THERAPEUTICS,add to map,yes,5866780f-6c19-49a9-a9b3-d0c7087f3452,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,1500,25000,Eagan,MN,55121,
SAN FRANCISCO FIRE CREDIT UNION,NA,org_rg_8803,SAN FRANCISCO FIRE CREDIT UNION,add to map,yes,2d1d76a8-e832-4fab-92f2-6d46f6fda7c6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,9800,10000,San Francisco,CA,94118,
SAN FRANCISCO FIRE CREDIT UNION (INDEP EXPENDITURE ACCOUNT),NA,org_rg_8803,SAN FRANCISCO FIRE CREDIT UNION,add to map,yes,2d1d76a8-e832-4fab-92f2-6d46f6fda7c6,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v4,200,10000,San Francisco,CA,94118,
THE WONDERFUL COMPANY LLC,NA,org_rg_8813,THE WONDERFUL COMPANY,add to map,yes,0bb73a70-9005-405b-ba80-6bfa2f092b17,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v4,2500,7500,Los Angeles,CA,90064,
ADVANCED NETWORK INC. (ANI),NA,org_rg_8826,ADVANCED NETWORK,add to map,yes,0caf9579-30a3-4c0a-9c1f-396777210bed,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,999,5000,San Diego,CA,92126,
"ADVANCED NETWORK, INC.",NA,org_rg_8826,ADVANCED NETWORK,add to map,yes,0caf9579-30a3-4c0a-9c1f-396777210bed,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,5000,5000,San Diego,CA,92126,
AFFIRMED HOUSING GROUP,NA,org_rg_8827,AFFIRMED HOUSING,add to map,yes,54ba4a5a-fd95-4b1f-b0a8-8dc5e5f686fe,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v5,10000,10000,San Diego,CA,92127-1407,
