"entity_name","canonical_name_r1","to_add_status_r1","entity_status_r1","entity_id_r1","Contributor.ID_r1","city_r1","state_r1","review_group_id_r1","confirmed_link_r1","confirmed_r1","is_conflict_r1","notes_r1","link_methods_r1","n_contributions_r1","total_amount_r1","zip_r1","Contributor.ID_r2","review_group_id_r2","canonical_name_r2","to_add_status_r2","confirmed_link_r2","entity_id_r2","flag_r2","entity_status_r2","confirmed_r2","conflicting_contributor_ids_r2","is_conflict_r2","n_contributions_r2","link_methods_r2","total_amount_r2","max_single_recipient_r2","city_r2","state_r2","zip_r2","notes_r2","review_source","in_refined_queue"
"AMERICAN COUNCIL OF ENGINEERING COMPANIES PAC (ACEC PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782143,"org_rg_62","AMERICAN COUNCIL OF ENGINEERING COMPANIES","add to map","uncertain","e834a432-14e4-4d39-abbc-d27c6eed81de","more than one canonical name","merge_conflict",FALSE,FALSE,TRUE,1,"same_contributor_id",1500,6000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA AMERICAN COUNCIL OF ENGINEERING COMPANIES PAC (CA ACEC PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782143,"org_rg_62","CALIFORNIA AMERICAN COUNCIL OF ENGINEERING COMPANIES","in existing map","uncertain","e834a432-14e4-4d39-abbc-d27c6eed81de","more than one canonical name","merge_conflict",TRUE,FALSE,TRUE,8,"map1_bridge | same_contributor_id | same_contributor_id",14500,6000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA AMERICAN COUNCIL OF ENGINEERING COMPANIES POLITICAL ACTION COMMITTEE (CA ACEC PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782143,"org_rg_62","CALIFORNIA AMERICAN COUNCIL OF ENGINEERING COMPANIES","in existing map","uncertain","e834a432-14e4-4d39-abbc-d27c6eed81de","more than one canonical name","merge_conflict",TRUE,FALSE,TRUE,7,"map1_bridge | same_contributor_id | same_contributor_id",9000,6000,"Sacramento","CA","95814","","review2_only",FALSE
"PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES, INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6210","PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES","add to map","yes","0b2f05bc-b191-4634-b336-dd1441a1c14b","","new_entity",FALSE,FALSE,FALSE,1,"exact_name_v1",2500,40000,"Farmington","UT","84025","","review2_only",FALSE
"PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6210","PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES","add to map","yes","0b2f05bc-b191-4634-b336-dd1441a1c14b","","new_entity",FALSE,FALSE,FALSE,8,"exact_name_v1",67500,40000,"Farmington | Salt Lake City","UT","84025 | 84101 | 84101-1365","","review2_only",FALSE
"PURSUE  HEALTH LLC(ZACHARY LARSON)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6232","PURSUE  HEALTH","add to map","yes","e024ba47-e3ef-46f1-a460-88f9ad11eb66","","new_entity",FALSE,FALSE,FALSE,179,"exact_name_v1",8266.79,8266.79,"North Hills","CA","91343","","review2_only",FALSE
"PURSUE HEALTH LLC(ZACHARY LARSON)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6232","PURSUE  HEALTH","add to map","yes","e024ba47-e3ef-46f1-a460-88f9ad11eb66","","new_entity",FALSE,FALSE,FALSE,179,"exact_name_v1",12400,8266.79,"Van Nuys","CA","91405-3218","","review2_only",FALSE
"GENERAL MOTORS COMPANY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_64","GENERAL MOTORS COMPANY","in existing map","yes","0d824ace-b7d7-4f94-a224-5364c3e917d4","","adding_to_existing",TRUE,FALSE,FALSE,4,"exact_name_v1 | exact_name_v1 | map1_bridge",7500,7500,"Washington","DC","20001","","review2_only",FALSE
"GENERAL MOTORS COMPANY PAC (FEC ID# C00076810)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790461,"org_rg_64","GENERAL MOTORS COMPANY","add to map","yes","0d824ace-b7d7-4f94-a224-5364c3e917d4","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,7500,"Washington","DC","20001","","review2_only",FALSE
"GENERAL MOTORS COMPANY PAC (GM PAC) (FED PAC ID #C00076810)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790461,"org_rg_64","GENERAL MOTORS COMPANY","add to map","yes","0d824ace-b7d7-4f94-a224-5364c3e917d4","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",1500,7500,"Washington","DC","20001","","review2_only",FALSE
"GENERAL MOTORS COMPANY PAC (GM PAC) (FED PAC ID C00076810)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790461,"org_rg_64","GENERAL MOTORS COMPANY","add to map","yes","0d824ace-b7d7-4f94-a224-5364c3e917d4","","adding_to_existing",FALSE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",4500,7500,"Washington","DC","20001","","review2_only",FALSE
"GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790461,"org_rg_64","GENERAL MOTORS COMPANY","add to map","yes","0d824ace-b7d7-4f94-a224-5364c3e917d4","","adding_to_existing",FALSE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",5000,7500,"Washington","DC","20001","","review2_only",FALSE
"GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (FED PAC ID C00076810)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790461,"org_rg_64","GENERAL MOTORS COMPANY","add to map","yes","0d824ace-b7d7-4f94-a224-5364c3e917d4","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",6000,7500,"Washington","DC","20001","","review2_only",FALSE
"RIVERSIDE SHERIFFS' ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6549","RIVERSIDE SHERIFF'S ASSOCIATION","add to map","yes","48d0c59b-734a-42e2-af57-cf8d130dfe38","","adding_to_existing",FALSE,FALSE,FALSE,4,"exact_name_v1 | exact_name_v1 | map1_bridge",22,5900,"Riverside","CA","92518","","review2_only",FALSE
"RIVERSIDE SHERIFFS' ASSOCIATION PUBLIC EDUCATION FUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1286381,"org_rg_6549","RIVERSIDE SHERIFF'S ASSOCIATION","in existing map","yes","48d0c59b-734a-42e2-af57-cf8d130dfe38","","adding_to_existing",TRUE,FALSE,FALSE,1,"map1_bridge",5900,5900,"Sacramento","CA","95814","","review2_only",FALSE
"CA HOSPITAL ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","add to map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",5900,125000,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOC. PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","add to map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",2000,125000,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOCIATION PAC SPONSORED BY CA ASSOCIATION OF HOSPITALS AND HEALTH SYSTEM (CAHHS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","add to map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",4000,125000,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOCIATION PAC SPONSORED BY CAHHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","add to map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",FALSE,FALSE,FALSE,16,"map1_bridge | same_contributor_id | same_contributor_id",37200,125000,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOCIATION PAC, SPONSORED BY CA ASSOCIATION OF HOSPITALS & HEALTH SYSTEM (CAHHS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","add to map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",FALSE,FALSE,FALSE,2,"same_contributor_id",5900,125000,"Sacramento","CA","95814-3946","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOCIATION PAC, SPONSORED BY CA ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS (CAHHS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","in existing map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",TRUE,FALSE,FALSE,8,"same_contributor_id",141500,125000,"Sacramento","CA","95814 | 95814-3946","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOCIATION PAC, SPONSORED BY CAHHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","add to map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",5900,125000,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA HOSPITAL ASSOCIATION PAC, SPONSORED BY CALIFORNIA ASSOCIATION OF HOSPITALS & HEALTH SYSTEMS (CAHHS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790773,"org_rg_67","CALIFORNIA HOSPITAL ASSOCIATION","in existing map","yes","0559bd46-49a9-49c5-b01e-86edc5259159","","adding_to_existing",TRUE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",5500,125000,"Sacramento","CA","95814","","review2_only",TRUE
"SAN FRANCISCO BAR PILOTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6779","SAN FRANCISCO BAR PILOTS","add to map","yes","65299b23-1764-407c-8b60-0f6a1fe6ccf2","","new_entity",FALSE,FALSE,FALSE,16,"exact_name_v1 | exact_name_v1 | map1_bridge",5613.89,5900,"San Francisco","CA","94111","","review2_only",FALSE
"SAN FRANCISCO BAR PILOTS PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743492,"org_rg_6779","SAN FRANCISCO BAR PILOTS","add to map","yes","65299b23-1764-407c-8b60-0f6a1fe6ccf2","","new_entity",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",11800,5900,"San Francisco","CA","94111","","review2_only",FALSE
"CALIFORNIA FRESH FRUIT ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_68","CALIFORNIA FRESH FRUIT ASSOCIATION","in existing map","yes","2b488803-52c2-4764-976f-c48aec1aec71","","adding_to_existing",TRUE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",19600,19600,"Fresno","CA","93720","","review2_only",FALSE
"CALIFORNIA FRESH FRUIT ASSOCIATION PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800697,"org_rg_68","CALIFORNIA FRESH FRUIT ASSOCIATION","in existing map","yes","2b488803-52c2-4764-976f-c48aec1aec71","","adding_to_existing",TRUE,FALSE,FALSE,7,"map1_bridge | same_contributor_id | same_contributor_id",11500,19600,"Fresno","CA","93711 | 93711-5502","","review2_only",FALSE
"CALIFORNIA FRESH FRUIT ASSOCIATION POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800697,"org_rg_68","CALIFORNIA FRESH FRUIT ASSOCIATION","add to map","yes","2b488803-52c2-4764-976f-c48aec1aec71","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",1000,19600,"Fresno","CA","93711","","review2_only",FALSE
"SCHOONOVER PARK INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6863","SCHOONOVER PARK","add to map","yes","f4c3798e-ea38-4bfc-8410-29b2b058e6c5","","new_entity",FALSE,FALSE,FALSE,4,"exact_name_v1",3606.75,11529.86,"Marina","CA","93933","","review2_only",FALSE
"SCHOONOVER PARK INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6863","SCHOONOVER PARK","add to map","yes","f4c3798e-ea38-4bfc-8410-29b2b058e6c5","","new_entity",FALSE,FALSE,FALSE,3,"exact_name_v1",11529.86,11529.86,"Marina","CA","93933","","review2_only",FALSE
"SERVICE CORPORATION INTERNATIONAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_6931","SERVICE CORPORATION INTERNATIONAL","add to map","yes","997eede1-9689-4865-a818-fd604bd91229","","new_entity",FALSE,FALSE,FALSE,3,"exact_name_v1 | exact_name_v1 | map1_bridge",0,5000,"Houston","TX","77019","","review2_only",FALSE
"SERVICE CORPORATION INTERNATIONAL PAC (FEC ID#C00173096)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403112,"org_rg_6931","SERVICE CORPORATION INTERNATIONAL","add to map","yes","997eede1-9689-4865-a818-fd604bd91229","","new_entity",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",5000,5000,"Houston","TX","77019","","review2_only",FALSE
"CA FEDERATION OF  TEACHERS COPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741857,"org_rg_7_a","CALIFORNIA FEDERATION OF TEACHERS","in existing map","yes","fbf0d247-e846-45d4-8fbe-eb79e6cd0240","","adding_to_existing",TRUE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",3000,15000,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA FEDERATION OF TEACHERS COPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741857,"org_rg_7_a","CALIFORNIA FEDERATION OF TEACHERS","in existing map","yes","fbf0d247-e846-45d4-8fbe-eb79e6cd0240","","adding_to_existing",TRUE,FALSE,FALSE,10,"map1_bridge | same_contributor_id | same_contributor_id",43000,15000,"Burbank | Sacramento | SACRAMENTO","CA","91505-5008 | 95814","","review2_only",FALSE
"CALIFORNIA FEDERATION OF TEACHERS COPE SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741857,"org_rg_7_a","CALIFORNIA FEDERATION OF TEACHERS","in existing map","yes","fbf0d247-e846-45d4-8fbe-eb79e6cd0240","","adding_to_existing",TRUE,FALSE,FALSE,6,"map1_bridge | same_contributor_id | same_contributor_id",13500,15000,"Sacramento","CA","95814","","review2_only",FALSE
"MENDOCINO COLLEGE FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7_b",NA,"don't add","no","12988bf8-9980-4bb8-b43d-16cccdea455e","","adding_to_existing",FALSE,FALSE,FALSE,13,"exact_name_v1 | exact_name_v1 | map1_bridge",2823,15000,"Ukiah","CA","95482","","review2_only",FALSE
"YUBA COLLEGE FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7_c",NA,"don't add","no","1958da42-5867-4a91-a036-ea68e48d3dce","","adding_to_existing",FALSE,FALSE,FALSE,2,"exact_name_v1 | exact_name_v1 | map1_bridge",1805.22,15000,"Burbank | Yuba City","CA","91505 | 95991","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF MARRIAGE & FAMILY THERAPISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_70","CALIFORNIA ASSOCIATION OF MARRIAGE & FAMILY THERAPISTS","add to map","yes","21e617f3-949b-405f-a06b-47a7711ecc38","","new_entity",FALSE,FALSE,FALSE,19,"exact_name_v1 | exact_name_v1 | map1_bridge",17587.5,17587.5,"San Diego","CA","92111-1606","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF MARRIAGE & FAMILY THERAPISTS PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801218,"org_rg_70","CALIFORNIA ASSOCIATION OF MARRIAGE & FAMILY THERAPISTS","add to map","yes","21e617f3-949b-405f-a06b-47a7711ecc38","","new_entity",FALSE,FALSE,FALSE,4,"same_contributor_id",22000,17587.5,"Sacramento","CA","95814","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF MARRIAGE AND FAMILY THERAPISTS PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801218,"org_rg_70","CALIFORNIA ASSOCIATION OF MARRIAGE & FAMILY THERAPISTS","add to map","yes","21e617f3-949b-405f-a06b-47a7711ecc38","","new_entity",FALSE,FALSE,FALSE,2,"map1_bridge | same_contributor_id | same_contributor_id",6000,17587.5,"Sacramento","CA","95814 | 95814-4503","","review2_only",FALSE
"SOUTHERN GLAZER'S WINE & SPIRITS, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7195","SOUTHERN GLAZER'S WINE & SPIRITS","in existing map","yes","f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d","","adding_to_existing",TRUE,FALSE,FALSE,5,"exact_name_v1",12500,5000,"Miami","FL","33169","","review2_only",FALSE
"SOUTHERN GLAZER'S WINE AND SPIRITS, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7195","SOUTHERN GLAZER'S WINE & SPIRITS","in existing map","yes","f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d","","adding_to_existing",TRUE,FALSE,FALSE,4,"exact_name_v1",10000,5000,"Miami | Miramar","FL","33027 | 33169","","review2_only",FALSE
"SOUTHERN GLAZERS WINE AND SPIRITS, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7195","SOUTHERN GLAZER'S WINE & SPIRITS","add to map","yes","f5ae6ef5-97b2-485b-b7f6-d6a19b2d330d","","adding_to_existing",FALSE,FALSE,FALSE,1,"exact_name_v1",2500,5000,"Miami","FL","33169","","review2_only",FALSE
"CA ASSOCIATION OF HIGHWAY PATROLMEN PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802001,"org_rg_72","CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN","add to map","yes","cbd8a4e2-3ecc-4591-8091-e68ac2d814e9","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",2500,160000,"Sacramento","CA","95818","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802001,"org_rg_72","CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN","in existing map","yes","cbd8a4e2-3ecc-4591-8091-e68ac2d814e9","","adding_to_existing",TRUE,FALSE,FALSE,1,"same_contributor_id",1500,160000,"Sacramento","CA","95818","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_72","CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN","in existing map","yes","cbd8a4e2-3ecc-4591-8091-e68ac2d814e9","","adding_to_existing",TRUE,FALSE,FALSE,16,"exact_name_v1 | exact_name_v1 | map1_bridge",9286.82,160000,"Sacramento","CA","95818","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802001,"org_rg_72","CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN","in existing map","yes","cbd8a4e2-3ecc-4591-8091-e68ac2d814e9","","adding_to_existing",TRUE,FALSE,FALSE,20,"map1_bridge | same_contributor_id | same_contributor_id",193000,160000,"Sacramento | SACRAMENTO","CA","95818 | 95818-1730","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN PAC SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802001,"org_rg_72","CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN","in existing map","yes","cbd8a4e2-3ecc-4591-8091-e68ac2d814e9","","adding_to_existing",TRUE,FALSE,FALSE,11,"map1_bridge | same_contributor_id | same_contributor_id",22000,160000,"Sacramento","CA","95818","","review2_only",FALSE
"PEACE OFFICERS RESEARCH ASSN OF CA PAC (PORAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810830,"org_rg_73","PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA","add to map","yes","0c889868-aa76-45c8-ba7b-69cf00c88431","","adding_to_existing",FALSE,FALSE,FALSE,1,"map1_bridge | same_contributor_id",1500,3e+05,"Sacramento","CA","95834","","review2_only",FALSE
"PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA PAC (PORAC PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810830,"org_rg_73","PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA","in existing map","yes","0c889868-aa76-45c8-ba7b-69cf00c88431","","adding_to_existing",TRUE,FALSE,FALSE,10,"map1_bridge | same_contributor_id | same_contributor_id",30400,3e+05,"Sacramento","CA","95834","","review2_only",FALSE
"PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA PAC (PORAC PAC) SMALL CONTRIBUTOR COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810830,"org_rg_73","PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA","in existing map","yes","0c889868-aa76-45c8-ba7b-69cf00c88431","","adding_to_existing",TRUE,FALSE,FALSE,24,"map1_bridge | same_contributor_id | same_contributor_id",57300,3e+05,"Sacramento","CA","95834","","review2_only",FALSE
"PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA PAC (PORAC PAC))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810830,"org_rg_73","PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA","add to map","yes","0c889868-aa76-45c8-ba7b-69cf00c88431","","adding_to_existing",FALSE,FALSE,FALSE,1,"same_contributor_id",2000,3e+05,"Sacramento","CA","95834","","review2_only",FALSE
"PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA POLITICAL ACTION COMMITTEE (PORAC PAC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810830,"org_rg_73","PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA","add to map","yes","0c889868-aa76-45c8-ba7b-69cf00c88431","","adding_to_existing",FALSE,FALSE,FALSE,4,"map1_bridge | same_contributor_id | same_contributor_id",302000,3e+05,"Sacramento | SACRAMENTO","CA","95834","","review2_only",FALSE
"SUNKIST GROWERS, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7398","SUNKIST","add to map","yes","f5d1f278-b22a-4c3c-9987-f84afcf3a0a4","","new_entity",FALSE,FALSE,FALSE,18,"exact_name_v1 | exact_name_v1 | map1_bridge",16585.84,16585.84,"Valencia","CA","91355","","review2_only",FALSE
"SUNKIST POLITICAL ACTION COMMITTEE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782491,"org_rg_7398","SUNKIST","add to map","yes","f5d1f278-b22a-4c3c-9987-f84afcf3a0a4","","new_entity",FALSE,FALSE,FALSE,4,"exact_name_v1 | exact_name_v1 | map1_bridge",17800,16585.84,"Valencia","CA","91355 | 91355-1092","","review2_only",FALSE
"CALIFORNIA ASSOCIATION OF NURSE ANESTHESIOLOGY PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811300,"org_rg_74","CALIFORNIA ASSOCIATION OF NURSE ANESTHESIOLOGY","add to map","yes","b11abced-28d6-4f55-99eb-ccebc1c9f294","","new_entity",FALSE,FALSE,FALSE,1,"same_contributor_id",6000,12000,"Sacramento","CA","95814","","review2_only",TRUE
"CALIFORNIA ASSOCIATION OF NURSE ANESTHETISTS PAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811300,"org_rg_74","CALIFORNIA ASSOCIATION OF NURSE ANESTHESIOLOGY","add to map","yes","b11abced-28d6-4f55-99eb-ccebc1c9f294","","new_entity",FALSE,FALSE,FALSE,7,"same_contributor_id",29400,12000,"Sacramento","CA","95814 | 95814-4439","","review2_only",TRUE
"TAKEDA PHARMACEUTICALS AMERICA, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"org_rg_7485","TAKEDA PHARMACEUTICALS","add to map","yes","f98932de-07b7-47d7-bd92-fd2806c317fd","","adding_to_existing",FALSE,FALSE,FALSE,5,"exact_name_v1 | exact_name_v1 | map1_bridge",104800,65200,"Cambridge | Lexington","MA","02142 | 02421","","review2_only",FALSE
