canonical_entity_id,canonical_entity_name,link_tier,raw_name_variants,n_name_variants,code_final,n_contributors,n_from_pipeline,n_from_manual_review,code_sources,roles,rule_code_variants,code_conflict,conflict_type,n_as_direct_contributor,n_as_employer,conflict_resolution_code
v5_2308,"Specialty Equipment Market Association and Performance Racing, Inc.",name_v5,"Specialty Equipment Market Association and Performance Racing, Inc.",1,76,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2309,"Speed Construction and Development, Inc.",name_v5,"Speed Construction and Development, Inc.",1,40,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2316,"St. Anton Multifamily, Inc. *",name_v5,"St. Anton Multifamily, Inc. *",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-15495,St. John's Community Health,dd_org_concept,ST JOHNS COMMUNITY HEALTH,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2317,Stacy A. Korsgaden Insurance Agency - Stacy Korsgaden 100% Ownership,name_v5,Stacy A. Korsgaden Insurance Agency - Stacy Korsgaden 100% Ownership,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2318,"Stacy and Witbeck, Inc.",name_v5,"Stacy and Witbeck, Inc.",1,40,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2321,Stanford Villa - Alma LLC (Jim DeVoy) dba Stanford Villa Apartments,name_v5,Stanford Villa - Alma LLC (Jim DeVoy) dba Stanford Villa Apartments,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2327,State Center Federation of Teachers (Unitemized Member Contributions),name_v5,State Center Federation of Teachers (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11016,"Stay Green, Inc",dd_org_concept,Stay Green Inc,1,20,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2333,Steamfitters Local #250/251 (Intermediary for Unitemized Union Member Contributions),name_v5,Steamfitters Local #250/251 (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2334,Steamfitters Local #342 (Intermediary for Unitemized Union Member Contributions),name_v5,Steamfitters Local #342 (Intermediary for Unitemized Union Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2335,"Stebner, Gertler & Guadagni, APC",name_v5,"Stebner, Gertler & Guadagni, APC",1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2339,Stevens Creek Chrysler Jeep Dodge,name_v5,Stevens Creek Chrysler Jeep Dodge,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2340,"Stevens Creek Quarry, Inc.",name_v5,"Stevens Creek Quarry, Inc.",1,21,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2341,Stevens Creek Toyota,name_v5,Stevens Creek Toyota,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-14738,Stoel Rives LLP,dd_org_concept,STOEL RIVES,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2346,Storefront Political Media Inc,name_v5,Storefront Political Media Inc,1,50,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2349,Stratford Ranch,name_v5,Stratford Ranch,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11096,Stripe,dd_org_concept,STRIPE,1,52,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2353,"Subaru of Ontario, Inc.",name_v5,"Subaru of Ontario, Inc.",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2354,Suburban Water Systems,name_v5,Suburban Water Systems,1,20,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2355,Sudberry Properties,name_v5,Sudberry Properties,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2358,"SummerHill Homes, LLC (Kevin Ebrahimi)",name_v5,"SummerHill Homes, LLC (Kevin Ebrahimi)",1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2360,Sun Mar Management Services Inc,name_v5,Sun Mar Management Services Inc,1,60,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2361,Sun-Maid Growers of California,name_v5,Sun-Maid Growers of California,1,11,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2363,"SunPoint Public Adjusters, Inc.",name_v5,"SunPoint Public Adjusters, Inc.",1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-15111,Sunkist Growers Inc.,dd_org_concept,"Sunkist Growers, Inc.",1,11,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2364,Sunrise Ford Fontana,name_v5,Sunrise Ford Fontana,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2365,Sunroad Automotive,name_v5,Sunroad Automotive,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11152,Sunrun Inc.,dd_org_concept,SUNRUN,1,20,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2367,"Sunrun Installation Services, Inc.",name_v5,"Sunrun Installation Services, Inc.",1,20,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2369,"Sunstone Park Lessee LLC, dba Hilton San Diego Bayfront(Aaron Reyes)",name_v5,"Sunstone Park Lessee LLC, dba Hilton San Diego Bayfront(Aaron Reyes)",1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2371,Sunwise Automotive Group,name_v5,Sunwise Automotive Group,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2375,"Support Claims West, LLC (Richard DeStefano)",name_v5,"Support Claims West, LLC (Richard DeStefano)",1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2376,Surgery Partners,name_v5,Surgery Partners,1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2381,Sutter East Bay Medical Group Inc.,name_v5,Sutter East Bay Medical Group Inc.,1,60,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
dd_-11208,Sutter Health,dd_org_concept,SUTTER HEALTH,1,52,1,0,1,manual_review,employer,50,FALSE,NA,0,1,NA
v5_2384,"Sutter Land Properties, LLC (Sunny Tut)",name_v5,"Sutter Land Properties, LLC (Sunny Tut)",1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2386,Sutter North Medical Group Inc.,name_v5,Sutter North Medical Group Inc.,1,60,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2390,"Swedish Match North America LLC(Gerard Roerty, Jr.)",name_v5,"Swedish Match North America LLC(Gerard Roerty, Jr.)",1,31-33,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2391,"Swedish Match North America, LLC/ PMI US Corporate Services, Inc. and Affiliates",name_v5,"Swedish Match North America, LLC/ PMI US Corporate Services, Inc. and Affiliates",1,31-33,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2394,Swickard Auto Group,name_v5,Swickard Auto Group,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2395,Swinerton Builders - Sacramento,name_v5,Swinerton Builders - Sacramento,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2397,Syblon Reid General Contractors,name_v5,Syblon Reid General Contractors,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2400,"Synergy Oil and Gas, Inc.",name_v5,"Synergy Oil and Gas, Inc.",1,21,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11233,Sysco Corporation,dd_org_concept,Sysco Corporation,1,80,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-11235,T-Mobile,dd_org_concept,"T-Mobile USA, Inc.",1,20,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2406,TAJEEVAN CORPORATION,name_v5,TAJEEVAN CORPORATION,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2410,TAMPA BAY BUCCANEERS,name_v5,TAMPA BAY BUCCANEERS,1,70,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2411,TANDEM PHILANTHROPIES,name_v5,TANDEM PHILANTHROPIES,1,80,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2412,TARA TRUCKING,name_v5,TARA TRUCKING,1,20,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2415,TAUBE FAMILY FOUNDATION,name_v5,TAUBE FAMILY FOUNDATION,1,80,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2416,TAUBE INVESTMENTS,name_v5,TAUBE INVESTMENTS,1,80,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2417,TAVACO PROPERTIES,name_v5,TAVACO PROPERTIES,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2423,TE Builds,name_v5,TE Builds,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2443,THE ALMOND,name_v5,THE ALMOND,1,80,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2444,THE ANGELES CLINIC AND RESEARCH INSTITUTE,name_v5,THE ANGELES CLINIC AND RESEARCH INSTITUTE,1,60,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2445,THE AZOFF,name_v5,THE AZOFF,1,70,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2451,THE CORKY MCMILLIN COMPANIES,name_v5,THE CORKY MCMILLIN COMPANIES,1,100,1,0,1,manual_review,employer,40,FALSE,NA,0,1,NA
v5_2457,THE GREEN DIFFERENCE,name_v5,THE GREEN DIFFERENCE,1,99,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2460,THE JEWELRY EXCHANGE,name_v5,THE JEWELRY EXCHANGE,1,80,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2463,THE MATIASIC FIRM PC,name_v5,THE MATIASIC FIRM PC,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2469,THE PRICE PHILANTHROPIES FOUNDATION,name_v5,THE PRICE PHILANTHROPIES FOUNDATION,1,80,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2470,THE PRISM WAY,name_v5,THE PRISM WAY,1,80,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2471,THE SOBRATO ORGANIZATION,name_v5,THE SOBRATO ORGANIZATION,1,40,1,1,0,os+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2473,THE STEVE HILTON SHOW,name_v5,THE STEVE HILTON SHOW,1,102,1,0,1,manual_review,employer,70,FALSE,NA,0,1,NA
v5_2474,"THE SUN VALLEY RICE COMPANY, LLC (BRETT LAGRANDE)",name_v5,"THE SUN VALLEY RICE COMPANY, LLC (BRETT LAGRANDE)",1,31-33,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2475,THE VALERO LAW GROUP APC,name_v5,THE VALERO LAW GROUP APC,1,50,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2477,THE WALLACE FIRM PC,name_v5,THE WALLACE FIRM PC,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2482,THIEL AIR CARE,name_v5,THIEL AIR CARE,1,11,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2483,THIEL CAPITAL,name_v5,THIEL CAPITAL,1,52,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2490,TIERRA LUNA ENGINEERING,name_v5,TIERRA LUNA ENGINEERING,1,50,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2494,TIMOTHY NEIMAN,name_v5,TIMOTHY NEIMAN,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2495,TIODIZE,name_v5,TIODIZE,1,31-33,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2496,TIODIZE ADVANCED COATINGS AND COMPOSITES,name_v5,TIODIZE ADVANCED COATINGS AND COMPOSITES,1,31-33,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2498,TODD WAGNER,name_v5,TODD WAGNER,1,100,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2500,TONY HSU,name_v5,TONY HSU,1,52,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2502,TOOTRIS,name_v5,TOOTRIS,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2503,TOOTRIS CHILD CARE ON DEMAND,name_v5,TOOTRIS CHILD CARE ON DEMAND,1,79,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2504,TORKLAW,name_v5,TORKLAW,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2506,TORO PETROLEUM,name_v5,TORO PETROLEUM,1,21,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2507,TORO Petroleum Corporation,name_v5,TORO Petroleum Corporation,1,21,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2509,TOTALLY KIDS REHABILITATION HOSPITAL,name_v5,TOTALLY KIDS REHABILITATION HOSPITAL,1,60,1,1,0,rule+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2510,TOWN AND COUNTRY EVENT RENTALS,name_v5,TOWN AND COUNTRY EVENT RENTALS,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2512,TOYON ASSOCIATES,name_v5,TOYON ASSOCIATES,1,60,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2517,"TPG Property Management, Inc.",name_v5,"TPG Property Management, Inc.",1,40,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2526,TRES DAC INC PRICE SELF STORAGE,name_v5,TRES DAC INC PRICE SELF STORAGE,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2527,TRI CITY HEALTHCARE DISTRICT,name_v5,TRI CITY HEALTHCARE DISTRICT,1,60,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2531,TRIBULL INVESTMENT,name_v5,TRIBULL INVESTMENT,1,52,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2533,TRINITY YOUTH SERVICES,name_v5,TRINITY YOUTH SERVICES,1,60,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2538,"TULAPHORN, INC AND AFFILIATED ENTITES",name_v5,"TULAPHORN, INC AND AFFILIATED ENTITES",1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2539,TUMANJAN HOMES,name_v5,TUMANJAN HOMES,1,40,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2540,TUOLUMNE BAND OF ME-WUKS DBA BLACK OAK CASINO,name_v5,TUOLUMNE BAND OF ME-WUKS DBA BLACK OAK CASINO,1,92a,1,0,1,manual_review,direct_contributor,70,FALSE,NA,1,0,NA
v5_2544,TUSK HOLDINGS,name_v5,TUSK HOLDINGS,1,52,1,1,0,pre_classified (locked),employer,,FALSE,NA,0,1,NA
v5_2548,TUZER CAPITAL MANAGEMENT,name_v5,TUZER CAPITAL MANAGEMENT,1,52,1,0,1,manual_review,employer,,FALSE,NA,0,1,NA
v5_2551,TWINMED BRUIS HEALTHCARE,name_v5,TWINMED BRUIS HEALTHCARE,1,60,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2552,TZUNU STRATEGIES,name_v5,TZUNU STRATEGIES,1,50,1,1,0,ml+llm agreement,employer,,FALSE,NA,0,1,NA
v5_2408,Tallis LLC (Berel Wilheim),name_v5,Tallis LLC (Berel Wilheim),1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2409,Tamalpais Federation of Teachers (Unitemized Member Contributions),name_v5,Tamalpais Federation of Teachers (Unitemized Member Contributions),1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2413,Tarasenko Law Corporation,name_v5,Tarasenko Law Corporation,1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-11266,Target Corporation,dd_org_concept,Target Corporation,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2419,"Taylor Fresh Foods, Inc.",name_v5,"Taylor Fresh Foods, Inc.",1,11,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2420,Taylor Morrison,name_v5,Taylor Morrison,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2421,Taylor Morrison of California LLC (Aren Bazzocco),name_v5,Taylor Morrison of California LLC (Aren Bazzocco),1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2424,Team Kia of El Cajon,name_v5,Team Kia of El Cajon,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2425,"Teamsters Local 911, Intermediary for contributions under $100:",name_v5,"Teamsters Local 911, Intermediary for contributions under $100:",1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2426,"Teamsters Local 986, Intermediary for contributions under $100:",name_v5,"Teamsters Local 986, Intermediary for contributions under $100:",1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2427,"Teamsters Local Union No. 350, Intermediary for contributions less than $100",name_v5,"Teamsters Local Union No. 350, Intermediary for contributions less than $100",1,77,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11317,Tech Net,dd_org_concept,TechNet,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2430,Ted Lieu for Congress,name_v5,Ted Lieu for Congress,1,90,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2431,Teichert Construction,name_v5,Teichert Construction,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2432,Teichert Materials Co.,name_v5,Teichert Materials Co.,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2433,"Teichert, Inc. and Affiliates",name_v5,"Teichert, Inc. and Affiliates",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2434,Tejon Indian Tribe,name_v5,Tejon Indian Tribe,1,92a,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-11331,Tejon Ranch,dd_org_concept,Tejon Ranch Company,1,40,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
dd_-11350,Tenet Healthcare Corporation,dd_org_concept,Tenet Healthcare Corporation,1,60,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2438,"Tequila Jack's, Inc.",name_v5,"Tequila Jack's, Inc.",1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2439,Terra Linda Farms,name_v5,Terra Linda Farms,1,11,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2441,Terranova Ranch Inc.,name_v5,Terranova Ranch Inc.,1,11,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2446,The Cafe SF,name_v5,The Cafe SF,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2447,"The Cannery Row Company, L.P.",name_v5,"The Cannery Row Company, L.P.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2448,The Captains Chest Revocable Trust (Evan Spiegel),name_v5,The Captains Chest Revocable Trust (Evan Spiegel),1,79,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2450,The Conco Companies,name_v5,The Conco Companies,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2452,The Doctors Management Company,name_v5,The Doctors Management Company,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2453,The Dutra Group,name_v5,The Dutra Group,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2454,The Ezralow Company,name_v5,The Ezralow Company,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2455,The Gardens Casino,name_v5,The Gardens Casino,1,70,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2456,The Glovatorium LLC,name_v5,The Glovatorium LLC,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2459,"The Hignell Companies, Inc.",name_v5,"The Hignell Companies, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-16372,The John Stewart Company,dd_org_concept,The John Stewart Company,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2462,The Lodge at Torrey Pines,name_v5,The Lodge at Torrey Pines,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2464,The Mosser Co./Prop. Mgmt. Merchandise,name_v5,The Mosser Co./Prop. Mgmt. Merchandise,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2465,The Niello Company,name_v5,The Niello Company,1,80,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11740,"The Plumbing, Piping and Mechanical Contractors PAC",dd_org_concept,Northern California Mechanical Contractors Association,1,76,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2468,The Police Credit Union,name_v5,The Police Credit Union,1,52,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2472,The Spanos Corporation,name_v5,The Spanos Corporation,1,40,1,1,0,pre_classified (locked),direct_contributor,,FALSE,NA,1,0,NA
v5_2476,"The Veen Firm, LLP",name_v5,"The Veen Firm, LLP",1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2478,The Whittier Trust Company,name_v5,The Whittier Trust Company,1,52,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2480,"The Wonderful Company, LLC",name_v5,"The Wonderful Company, LLC",1,31-33,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2487,Three-Way Chevrolet Cadillac,name_v5,Three-Way Chevrolet Cadillac,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2488,Tidal Basin,name_v5,Tidal Basin,1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2489,Tides Advocacy,name_v5,Tides Advocacy,1,80,1,1,0,rule+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2491,"Tiller Constructors Partnership, Inc",name_v5,"Tiller Constructors Partnership, Inc",1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2492,Tim Lewis Communities,name_v5,Tim Lewis Communities,1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2493,Time Finance Company,name_v5,Time Finance Company,1,52,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2497,Titan Health Management,name_v5,Titan Health Management,1,60,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2499,"Toll Bros., Inc.",name_v5,"Toll Bros., Inc.",1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2501,Tooley Oil Company,name_v5,Tooley Oil Company,1,21,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2505,"Toro Enterprises, Inc.",name_v5,"Toro Enterprises, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2508,"Torrent AG, LLC",name_v5,"Torrent AG, LLC",1,11,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2511,Towne Ford Sales,name_v5,Towne Ford Sales,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2513,Toyota of El Cajon,name_v5,Toyota of El Cajon,1,80,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2514,Toyota of Santa Maria,name_v5,Toyota of Santa Maria,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2515,Toyota of Sunnyvale,name_v5,Toyota of Sunnyvale,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2516,Toyota of the Desert,name_v5,Toyota of the Desert,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2518,"Tracy Phase 4, LLC(John Palmer)",name_v5,"Tracy Phase 4, LLC(John Palmer)",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2520,TransCanada USA Services Inc.,name_v5,TransCanada USA Services Inc.,1,20,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2521,"Transportation Resource Management, LLC (TCI)(Ryan Flynn)",name_v5,"Transportation Resource Management, LLC (TCI)(Ryan Flynn)",1,20,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
dd_-11943,"Trc Operating Company, Inc.",dd_org_concept,TRC Operating Company Inc.,1,21,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2524,"Tree Nuts, LLC (Steve Warda)",name_v5,"Tree Nuts, LLC (Steve Warda)",1,11,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2525,Trench Shoring Company,name_v5,Trench Shoring Company,1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2528,"Tri Pointe Homes, Inc.",name_v5,"Tri Pointe Homes, Inc.",1,40,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2529,"Tri-West Tractor, Inc.",name_v5,"Tri-West Tractor, Inc.",1,40,1,0,1,manual_review,direct_contributor,,FALSE,NA,1,0,NA
v5_2532,Trinity Management Services,name_v5,Trinity Management Services,1,40,1,1,0,os+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2534,TripAdvisor,name_v5,TripAdvisor,1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2535,"Troutman Pepper Locke, LLP",name_v5,"Troutman Pepper Locke, LLP",1,50,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2536,Trust Palmdale Honda,name_v5,Trust Palmdale Honda,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2541,Turlock Chrysler Dodge Jeep RAM,name_v5,Turlock Chrysler Dodge Jeep RAM,1,80,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
v5_2542,Turlock Livestock Auction Yard,name_v5,Turlock Livestock Auction Yard,1,11,1,1,0,ml+llm agreement,direct_contributor,,FALSE,NA,1,0,NA
